"label","type","author","title","journal","year","volume","pages","doi","note","url","abstract","document_type","source","number","art_number","screened_abstracts","notes"
"Sorostinean201514","CONFERENCE","Sorostinean, M. and Ferland, F. and Tapus, A.","Reliable stress measurement using face temperature variation with a thermal camera in human-robot interaction","IEEE-RAS International Conference on Humanoid Robots","2015","2015-December","14-19","10.1109/HUMANOIDS.2015.7363516","cited By 7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962260674&doi=10.1109%2fHUMANOIDS.2015.7363516&partnerID=40&md5=7525d0ce1e634e95a427152894c79696","For companion robots to properly interact with people, they should be able to gain awareness of their effect on the person's state and learn to behave accordingly. Advances in physiological monitoring sensors, such as infrared cameras, may enable robots to get an insight on a person's emotional state, which has a strong correlation with the physiological parameters. Performing this monitoring in a contact-free, user transparent manner is an important requirement. In this paper, we used a thermal imaging sensor mounted on the Meka humanoid robot, to remotely measure temperature variations on the face of the person while interacting with it. The scenario was a card-based quiz with the robot, which was aimed to induce a stressful state and 16 participants took part in the experiment. Several conditions with variations in the distance, height, and gaze of the robot were tested. A statistically significant variation in temperature in the nasal area of the face was measured while the robot was standing in the personal space of the participant. The first preliminary results encourage us to believe that temperature variations across various areas of people's faces can hint companion robots to adjust their behavior in human interactions.  2015 IEEE.","Conference Paper","Scopus",NA,"7363516","excluded",""
"DeMeyer2016990","ARTICLE","De Meyer, A. and Cattrysse, D. and Van Orshoven, J.","Considering biomass growth and regeneration in the optimisation of biomass supply chains","Renewable Energy","2016","87","990-1002","10.1016/j.renene.2015.07.043","cited By 19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938614258&doi=10.1016%2fj.renene.2015.07.043&partnerID=40&md5=92784bc9614c3e2c1104c69eb2f40570","This paper presents t-OPTIMASS, a multi-period mixed integer linear programming model to optimise strategic and tactical decisions in all kinds of biomass supply chains taking into account the geographical fragmentation and temporal availability of biomass and changing biomass characteristics due to handling operations. Unlike existing models, t-OPTIMASS considers the growth and regeneration of biomass to determine the optimal harvesting moment(s). t-OPTIMASS is demonstrated based on the use of grass from nature reserves and road verges to substitute maize in the digestion mixture converted in the currently available wet anaerobic digesters or potential dry anaerobic digesters in Limburg (Belgium).The results highlight that the decision process is driven by the requirements imposed to the characteristics of the biomass to be converted at the conversion facility. The harvesting moment is defined and pre-treatment operations are introduced to make sure that biomass is delivered with characteristics that fit best these requirements. The analyses indicate that storage facilities are indispensable to deal with the temporal availability of biomass, the conflicting temporal demand and the required constant feeding of the digesters. t-OPTIMASS allows users, interested in macro-analysis, to define biomass potentials, to support policy decisions, to evaluate the feasibility of new facilities, etc.  2015 Elsevier Ltd.","Article","Scopus",NA,NA,"excluded",""
"Totman2014S270","ARTICLE","Totman, M.E. and Swanson, M.E. and Rodgers, T.M. and Mcdaniel, P.A. and Rupp, R.A. and Brown, D.J.","Soil organic carbon stocks in the forests of Mount Rainier National Park, Washington","Soil Science Society of America Journal","2014","78","S270-S280","10.2136/sssaj2013.08.0374nafsc","cited By 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910109812&doi=10.2136%2fsssaj2013.08.0374nafsc&partnerID=40&md5=9524226bad620bba3d679834829ba834","Soil organic C represents a substantial component of the total ecosystem C in temperate and boreal forests. We used an isocluster-driven process of principal components (based on elevation, precipitation, temperature, etc.) to stratify Mount Rainier National Park, a 957-km2 federal reserve in the state of Washington, for estimating total soil organic C stocks. Eight stratificationbased forest sites for groups of soil pits and vegetation plots were located throughout the park. Average organic C in the park's forest soils (primarily Andisols, Spodosols, and Inceptisols) was 163 Mg C ha-1 (95% confidence interval [CI] = 138-188), and 205.0 Mg C ha-1 (95% CI = 177.9-232.1) with the litter layer included. The low-elevation Andisols and Spodosols held the greatest per-hectare stocks. Total ecosystem C stocks, strongly influenced by the live overstory C pool, varied by almost an order of magnitude across plots, ranging from 168 to 1583 Mg C ha-1. Temperature variables, rather than precipitation, were correlated with soil C pools. Site membership accounted for a significant proportion of variance in C stocks, and beta regression indicated that the proportion of total C stored in the soil varied across sites. Additional sampling in the highly variable top 35 cm of the soil significantly improved the precision of estimates for soil C to that depth. The C stocks determined in this study provide baseline data for Mount Rainier National Park and aided in developing a systematic method for resampling to determine flux with time and establishing a basis for a future comparison with adjacent managed forest landscapes.  Soil Science Society of America.","Article","Scopus",NA,NA,"excluded",""
"Fu20142917","ARTICLE","Fu, B.-L. and L, Y.","Identification and thermal control on fungi from the filter of central air conditioning system","Zhongguo Huanjing Kexue/China Environmental Science","2014","34","2917-2921",NA,"cited By 1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916888172&partnerID=40&md5=5fc915e35cc0fe903076a487a42d8460","To explore the propagative and diffused mechanism of fungi in central air conditioning system and control air microorganism contamination problem, growth rhythms of fungal colony and mycelium were researched in different thermal environments by thermal control. Fungi separated from the filter surface of the central air conditioning system in a gym were chosen as the research objects. By isolation, physiology and biochemistry experiments, and molecular biological identification, dominant fungi on the filter of central air conditioning system were confirmed. In order to conduct thermal control experiment of separated dominant fungi, growth rhythms of fungal colony and mycelium were observed at temperature of 25 and 22~28, respectively. As a result, it was shown that the dominant fungi were Penicillium spp. and Cladosporium spp., colonies were 600 and 140 cfu/cm2 respectively. It was indicated that regardless of constant or variable temperature conditions, the reproduction rate of Penicillium spp. was faster than Cladosporium spp., with a liner correlation between colony diameter and time. Penicillium spp. and Cladosporium spp were obviously restrained by temperature change control. Thermal control was feasible for restraining fungal growth in air conditioning system. , 2014, Chinese Society for Environmental Sciences. All right reserved.","Article","Scopus","11",NA,"excluded",""
"Babaev19936","ARTICLE","Babaev, A.B. and Lamikhov, B.Yu. and Sergeev, D.Yu.","Up-to-date problems of industrial hygiene among workers engaged into building materials production in hot climate conditions","Meditsina Truda I Promyshlennaya Ekologiya","1993",NA,"6-9",NA,"cited By 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027695409&partnerID=40&md5=a68374ed775621aa14f7bc7af1f98d5e","The article covers results of long-standing hygienic investigations analyzing the occupational factors development in technologic process of nonmetalliferous building materials production, ferroconcrete large-panel constructions production and their assembling during various seasons and shift times. The study pointed out the main hazards influencing the quality of workplace in the stated enterprises. The hazards are hygienically evaluated in connection with the functional parameters of cardiovascular, central nervous and muscular systems, thermoregulation, work hardness and strain.","Article","Scopus","11-12",NA,"excluded",""
"Satti2019","ARTICLE","Satti, R. and Abid, N.-U.-H. and Bottaro, M. and De Rui, M. and Garrido, M. and Rauofy, M.R. and Montagnese, S. and Mani, A.R.","The application of the extended Poincar plot in the analysis of physiological variabilities","Frontiers in Physiology","2019","10",NA,"10.3389/fphys.2019.00116","cited By 9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065910362&doi=10.3389%2ffphys.2019.00116&partnerID=40&md5=e5f0a5e11a1e6b8f81dca0217a520db9","The Poincar plot is a geometrical technique used to visualize and quantify the correlation between two consecutive data points in a time-series. Since the dynamics of fluctuations in physiological rhythms exhibit long-term correlation and memory, this study aimed to extend the Poincar plot by calculating the correlation between sequential data points in a time-series, rather than between two consecutive points. By incorporating this so-called lag, we hope to integrate a temporal aspect into quantifying the correlation, to depict whether a physiological system holds prolonged association between events separated by time. In doing so, it attempts to instantaneously characterize the intrinsic behavior of a complex system. We tested this hypothesis on three different physiological time-series: heart rate variability in patients with liver cirrhosis, respiratory rhythm in asthma and body temperature fluctuation in patients with cirrhosis, to evaluate the potential application of the extended Poincar method in clinical practice. When studying the cardiac inter-beat intervals, the extended Poincar plot revealed a stronger autocorrelation for patients with decompensated liver cirrhosis compared to less severe cases using Pearson's correlation coefficient. In addition, long-term variability (known as SD2 in the extended Poincar plot) appeared as an independent prognostic variable. This holds significance by acting as a non-invasive tool to evaluate patients with chronic liver disease and potentially facilitate transplant selection as an adjuvant to traditional criteria. For asthmatics, employing the extended Poincar plot allowed for a noninvasive tool to differentially diagnose various classifications of respiratory disease. In the respiratory inter-breath interval analysis, the receiver operating characteristic (ROC) curve provided evidence that the extension of the Poincar plot holds a greater advantage in the classification of asthmatic patients, over the traditional Poincar plot. Lastly, the analysis of body temperature from patients using the extended Poincar plot helped identify inpatients from outpatients with cirrhosis. Through these analyses, the extended Poincar plot provided unique and additional information which could potentially make a difference in clinical practice. Conclusively, the potential use of our work lies in its possible application of predicting mortality for the organ allocation procedure in patients with cirrhosis and non-invasively distinguish between atopic and non-atopic asthma. Copyright  2019 Satti, Abid, Bottaro, De Rui, Garrido, Rauofy, Montagnese and Mani. This is an open-access article distributed under the terms of the Creative Commons Attribution License (CC BY). The use, distribution or reproduction in other forums is permitted, provided the original author(s) and the copyright owner(s) are credited and that the original publication in this journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction is permitted which does not comply with these terms.","Article","Scopus","FEB","116","excluded",""
"Bozinovic2016581","ARTICLE","Bozinovic, F. and Medina, N.R. and Alruiz, J.M. and Cavieres, G. and Sabat, P.","Thermal tolerance and survival responses to scenarios of experimental climatic change: changing thermal variability reduces the heat and cold tolerance in a fly","Journal of Comparative Physiology B: Biochemical, Systemic, and Environmental Physiology","2016","186","581-587","10.1007/s00360-016-0980-6","cited By 28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961780830&doi=10.1007%2fs00360-016-0980-6&partnerID=40&md5=b5edcf95316887c00c780db469c613c9","Climate change poses one of the greatest threats to biodiversity. Most analyses of the impacts have focused on changes in mean temperature, but increasing variance will also impact organisms and populations. We assessed the combined effects of the mean and the variance of temperature on thermal tolerancesi.e., critical thermal maxima, critical thermal minima, scope of thermal tolerance, and survival in Drosophilamelanogaster. Our six experimental climatic scenarios were: constant mean with zero variance or constant variance or increasing variance; changing mean with zero variance or constant variance or increasing variance. Our key result was that environments with changing thermal variance reduce the scope of thermal tolerance and survival. Heat tolerance seems to be conserved, but cold tolerance decreases significantly with mean low as well as changing environmental temperatures. Flies acclimated to scenarios of changing variancewith either constant or changing mean temperaturesexhibited significantly lower survival rate. Our results imply that changing and constant variances would be just as important in future scenarios of climate change under greenhouse warming as increases in mean annual temperature. To develop more realistic predictions about the biological impacts of climate change, such interactions between the mean and variance of environmental temperature should be considered.  2016, Springer-Verlag Berlin Heidelberg.","Article","Scopus","5",NA,"selected",""
"Tobler20151745","ARTICLE","Tobler, R. and Hermisson, J. and Schltterer, C.","Parallel trait adaptation across opposing thermal environments in experimental Drosophila melanogaster populations","Evolution","2015","69","1745-1759","10.1111/evo.12705","cited By 17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937703717&doi=10.1111%2fevo.12705&partnerID=40&md5=6ba5c7e22d43341bdabe67740f84ac2d","Thermal stress is a pervasive selective agent in natural populations that impacts organismal growth, survival, and reproduction. Drosophila melanogaster exhibits a variety of putatively adaptive phenotypic responses to thermal stress in natural and experimental settings; however, accompanying assessments of fitness are typically lacking. Here, we quantify changes in fitness and known thermal tolerance traits in replicated experimental D. melanogaster populations following more than 40 generations of evolution to either cyclic cold or hot temperatures. By evaluating fitness for both evolved populations alongside a reconstituted starting population, we show that the evolved populations were the best adapted within their respective thermal environments. More strikingly, the evolved populations exhibited increased fitness in both environments and improved resistance to both acute heat and cold stress. This unexpected parallel response appeared to be an adaptation to the rapid temperature changes that drove the cycling thermal regimes, as parallel fitness changes were not observed when tested in a constant thermal environment. Our results add to a small, but growing group of studies that demonstrate the importance of fluctuating temperature changes for thermal adaptation and highlight the need for additional work in this area.  2015 The Society for the Study of Evolution.","Article","Scopus","7",NA,"selected",""
"Qu201410","ARTICLE","Qu, Y.-F. and Lu, H.-L. and Li, H. and Ji, X.","Incubation temperature fluctuation does not affect incubation length and hatchling phenotype in the Chinese skink Plestiodon chinensis","Journal of Thermal Biology","2014","46","10-15","10.1016/j.jtherbio.2014.09.008","cited By 4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908364314&doi=10.1016%2fj.jtherbio.2014.09.008&partnerID=40&md5=dd5fe9c2438c5ddfcca1ad05d9b260bf","Studies examining the effects of incubation temperature fluctuation on the phenotype of hatchling reptiles have shown species variation. To examine whether incubation temperature fluctuation has a key role in influencing the phenotype of hatchling Chinese skinks (. Plestiodon chinensis), we incubated eggs produced by 20 females under five thermal regimes (treatments). Eggs in three treatments were incubated in three incubators, one set constant at 27. C and two ramp-programmed at 273. C and 275. C on a cycle of 12. h (+) and 12. h (-). The remaining eggs were incubated in two chambers: one inside a room where temperatures varied from 23.0 to 31.1. C, with a mean of 27.0. C; the other outside the room where temperatures varied from 20.2 to 35.3. C, with a mean of 26.1. C. We found that: (1) for eggs at a given embryonic stage at ovipositon, the mean rather than the variance of incubation temperatures determined the length of incubation; (2) most (egg mass, embryonic stage at oviposition, incubation length and all examined hatchling traits except tail length and locomotor performance) of the examined variables were affected by clutch; and (3) body mass was the only hatchling trait that differed among the five treatments, but the differences were tiny. These findings suggest that incubation temperature fluctuation has no direct role in influencing incubation length and hatchling phenotype in P. chinensis.  2014 Elsevier Ltd.","Article","Scopus",NA,NA,"selected",""
"Colson.Proch20091859","ARTICLE","Colson-Proch, C. and Renault, D. and Gravot, A. and Douady, C.J. and Hervant, F.","Do current environmental conditions explain physiological and metabolic responses of subterranean crustaceans to cold?","Journal of Experimental Biology","2009","212","1859-1868","10.1242/jeb.027987","cited By 16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66749162125&doi=10.1242%2fjeb.027987&partnerID=40&md5=492bffc134d77d689ebb0f576eaee8a6","Subterranean environments are characterized by the quasi absence of thermal variations (1 C within a year), and organisms living in these biotopes for several millions of years, such as hypogean crustaceans, can be expected to have adapted to this very stable habitat. As hypogean organisms experience minimal thermal variation in their native biotopes, they should not be able to develop any particular cold adaptations to cope with thermal fluctuations. Indeed, physiological responses of organisms to an environmental stress are proportional to the amplitude of the stress they endure in their habitats. Surprisingly, previous studies have shown that a population of an aquatic hypogean crustacean, Niphargus rhenorhodanensis, exhibited a high level of cold hardiness. Subterranean environments thus appeared not to be following the classical above-mentioned theory. To confirm this counter-example, we studied seven karstic populations of N. rhenorhodanensis living in aquifers at approximately 10 C all year round and we analysed their behavioural, metabolic and biochemical responses during cold exposure (3C). These seven populations showed reduced activities, and some cryoprotective molecules were accumulated. More surprisingly, the amplitude of the response varied greatly among the seven populations, despite their exposure to similar thermal conditions. Thus, the overall relationship that can be established between the amplitude of thermal variations and cold-hardiness abilities of ectotherm species may be more complex in subterranean crustaceans than in other arthropods.","Article","Scopus","12",NA,"selected",""
"Allegretti2015631","ARTICLE","Allegretti, G. and Saccomandi, P. and Giurazza, F. and Caponero, M.A. and Frauenfelder, G. and Di Matteo, F.M. and Beomonte Zobel, B. and Silvestri, S. and Schena, E.","Magnetic resonance-based thermometry during laser ablation on ex-vivo swine pancreas and liver","Medical Engineering and Physics","2015","37","631-641","10.1016/j.medengphy.2015.04.001","cited By 27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937642850&doi=10.1016%2fj.medengphy.2015.04.001&partnerID=40&md5=f16336719f3394c6b8a673434788a6c3","Laser Ablation (LA) is a minimally-invasive procedure for tumor treatment. LA outcomes depend on the heat distribution inside tissues and require accurate temperature measurement during the procedure. Magnetic resonance imaging (MRI) allows a non-invasive and three-dimensional thermometry of the organ undergoing LA. In this study, the temperature distribution within two swine pancreases and three swine livers undergoing LA (Nd:YAG, power: 2 W, treatment time: 4 min) was monitored by a 1.5-T MR scanner, utilizing two T1-weighted sequences (IRTF and SRTF). The signal intensity in four regions of interest, placed at different distances from the laser applicator, was related to temperature variations monitored in the same regions by twelve fiber Bragg grating sensors. The relationship between the signal intensity and temperature increase was calculated to obtain the calibration curve and to evaluate accuracy, sensibility and precision of each sequence. This is the first study of MR-based thermometry during LA on pancreas. More specifically, the IRTF sequence provides the highest temperature sensitivity in both liver (1.80.2 C-1) and pancreas (1.8  0.5 C-1) and the lowest precision and accuracy. SRTF sequence on pancreas presents the highest accuracy and precision (MODSFRT=-0.1 C and LOASFRT=[-2.3; 2.1]C).  2015 IPEM.","Article","Scopus","7",NA,"excluded",""
"Ley2008","ARTICLE","Ley, O. and Deshpande, C. and Prapamcham, B. and Naghavi, M.","Lumped parameter thermal model for the study of vascular reactivity in the fingertip","Journal of Biomechanical Engineering","2008","130",NA,"10.1115/1.2913233","cited By 14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46749145737&doi=10.1115%2f1.2913233&partnerID=40&md5=771d19b15b4a129d150c2bf2a12cba48","Vascular reactivity (VR) denotes changes in volumetric blood flow in response to arterial occlusion. Current techniques to study VR rely on monitoring blood flow parameters and serve to predict the risk of future cardiovascular complications. Because tissue temperature is directly impacted by blood flow, a simplified thermal model was developed to study the alterations in fingertip temperature during arterial occlusion and subsequent reperfusion (hyperemia). This work shows that fingertip temperature variation during VR test can be used as a cost-effective alternative to blood perfusion monitoring. The model developed introduces a function to approximate the temporal alterations in blood volume during VR tests. Parametric studies are performed to analyze the effects of blood perfusion alterations, as well as any environmental contribution to fingertip temperature. Experiments were performed on eight healthy volunteers to study the thermal effect of 3 min of arterial occlusion and subsequent reperfusion (hyperemia). Fingertip temperature and heat flux were measured at the occluded and control fingers, and the finger blood perfusion was determined using venous occlusion plethysmography (VOP). The model was able to phenomenologically reproduce the experimental measurements. Significant variability was observed in the starting fingertip temperature and heat flux measurements among subjects. Difficulty in achieving thermal equilibration was observed, which indicates the important effect of initial temperature and thermal trend (i.e., vasoconstriction, vasodilatation, and oscillations). Copyright  2008 by ASME.","Article","Scopus","3","031012-1","excluded",""
"Lund2015","ARTICLE","Lund, M. and Bjerke, J.W. and Drake, B.G. and Engelsen, O. and Hansen, G.H. and Parmentier, F.J.W. and Powell, T.L. and Silvennoinen, H. and Sottocornola, M. and Tmmervik, H. and Weldon, S. and Rasse, D.P.","Low impact of dry conditions on the CO2 exchange of a Northern-Norwegian blanket bog","Environmental Research Letters","2015","10",NA,"10.1088/1748-9326/10/2/025004","cited By 19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923816872&doi=10.1088%2f1748-9326%2f10%2f2%2f025004&partnerID=40&md5=2292b9edc890bb1a69754759a00400e6","Northern peatlands hold large amounts of organic carbon (C) in their soils and are as such important in a climate change context. Blanket bogs, i.e. nutrient-poor peatlands restricted to maritime climates, may be extra vulnerable to global warming since they require a positive water balance to sustain their moss dominated vegetation and C sink functioning. This study presents a 4.5 year record of land-atmosphere carbon dioxide (CO2) exchange from the Andya blanket bog in northern Norway. Compared with other peatlands, the Andya peatland exhibited low flux rates, related to the low productivity of the dominating moss and lichen communities and the maritime settings that attenuated seasonal temperature variations. It was observed that under periods of high vapour pressure deficit, net ecosystem exchange was reduced, which was mainly caused by a decrease in gross primary production. However, no persistent effects of dry conditions on the CO2 exchange dynamics were observed, indicating that under present conditions and within the range of observed meteorological conditions the Andya blanket bog retained its C uptake function. Continued monitoring of these ecosystem types is essential in order to detect possible effects of a changing climate.  2015 IOP Publishing Ltd.","Article","Scopus","2","025004","excluded",""
"Hanna201291","ARTICLE","Hanna, P. and Kulakowski, D.","The influences of climate on aspen dieback","Forest Ecology and Management","2012","274","91-98","10.1016/j.foreco.2012.02.009","cited By 49","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858987713&doi=10.1016%2fj.foreco.2012.02.009&partnerID=40&md5=b80da71288948280fd1c1c4f74af3af3","Understanding the links between climatic variability and tree mortality is an important goal of current ecological research, but this relationship remains poorly understood for some widespread species such as quaking aspen (. Populus tremuloides Michx.). Recent observations indicate a sudden onset and rapid progression of quaking aspen dieback in the western United States, which may be climatically driven. We used dendroecological methods to test how climatic variability influences aspen grown and mortality in northwestern Colorado and southern Wyoming. Recent growth and mortality of quaking aspen is strongly associated with climatic variation in this region. In stands undergoing recent aspen dieback (1) the growth of aspen was inhibited by warm temperatures, except at the highest elevations (2) the growth of aspen that died was more sensitive to temperature variation prior to mortality than the growth of living aspen, (3) mortality of aspen was preceded by multiple years of reduced growth, and (4) the frequency of mortality was associated with multiple years of drought as indicated by negative PDSI values. The results of this study suggest that the recent widespread mortality of aspen is strongly associated with recent climatic conditions.  2012 Elsevier B.V..","Article","Scopus",NA,NA,"excluded",""
"Lucas.Borja2011195","ARTICLE","Lucas-Borja, M.E. and Fonseca, T. and Parresol, B.R. and Silva-Santos, P. and Garca-Morote, F.A. and Tscar-Oliver, P.A.","Modelling Spanish black pine seedling emergence: Establishing management strategies for endangered forest areas","Forest Ecology and Management","2011","262","195-202","10.1016/j.foreco.2011.03.023","cited By 28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957562026&doi=10.1016%2fj.foreco.2011.03.023&partnerID=40&md5=2ab9220f8f23c568306718c95296edb2","Changes in climate may reduce the success of natural regeneration and hence require adjustments to silvicultural practices. Special attention is required for species such as Spanish black pine (Pinus nigra Arn. ssp salzmannii) because of impediments to achieve successful natural regeneration. Spanish black pine seed germination was studied under field conditions at a normal altitude for the species and at the upper altitude limit of its distribution in the Cuenca Mountains (southeastern Spain). The aim was to assess the effect of location, overstory density, soil treatment, sowing date and climatic characteristics on regeneration success. ANOVA results indicated a significant interaction of location by overstory density on germination rates. A logistic model containing the temperature variable TemminAc, the light radiation effect (Rad variable) and the interaction term between soil treatment (Soil Treat) and radiation (Soil TreatRad) correctly predicted the germination success in 94% of cases. Moreover, two Poisson regression models (one for each experimental site) showed that the number of germinated seeds depends on stand basal area (G), soil treatment (Soil Treat) and sowing date (Seed Season). Conservation management could increase initial seedling recruitment by promoting soil preparation and higher basal area levels. The populations at higher altitudes are particularly endangered due to the unfavourable environmental conditions for the development of this species, which seriously affect seed rain density and germination rates.  2011 Elsevier B.V.","Article","Scopus","2",NA,"selected",""
"Zaratuichenko1997","ARTICLE","Zaratuichenko, I.K. and Kuznetz, E.I. and Filipenkov, S.N.","Human thermoregulation model for space suit: Mathematical model for human thermal regulationin a suited mode with ventilation and liquidcooling capabilities provided","SAE Technical Papers","1997",NA,NA,"10.4271/972319","cited By 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072443665&doi=10.4271%2f972319&partnerID=40&md5=929099934b5ca33309b186846d2efb88","The practical purpose of the study on human thermal regulation during space operation is to scientifically justify an automatic thermal control system (ATCS). The primary goal of the ATCS is to maintain the thermal comfort during all possible types of human activities in the most fiendly way. The main purpose of ATCS development is the identification of physiologically valuable requirements and validation of optimal laws used to control human thermal status in the suited mode. Such an identification is possible if we have a good knowledge of the control aim and current thermal status. That means that one needs to a criterion for or an assessment of interrelationship between thermal status, activities and disturbances. The model of human thermal regulation and metabolism in a space suit with a ventilation loop and a water cooling loop is a theoretical basis for ATCS experimental tests. Our model has two interdependent parts: 1) anatomical/physiological compartment and 2) technical compartment. The first part is presented by a cylindrical human body simulator that has a core and skin layers. The skin is divided into two ventilated areas with cooling tubes or without them. The physiological compartment includes such mechanisms as perspiration, vasomotor reactions and heat production, the technical compartment includes a liquid cooling garment (LCG), a gas ventilation loop and a space enclosure. It is represented by a multi-layered envelope used to isolate human from environments. This paper presents a functional scheme of man rated tests to be run to identify and validate model parameters determined by analytical techniques. The paper also presents algorithms and block diagrams of the linear model for a theoretical synthesis in the ATCS context.  Copyright 1997 Society of Automotive Engineers, Inc.","Conference Paper","Scopus",NA,NA,"excluded",""
"Frazer2019323","ARTICLE","Frazer, J.S. and Barnes, G.E. and Woodcock, V. and Flanagan, E. and Littlewood, T. and Stevens, R.J. and Fleming, S. and Ashdown, H.F.","Variability in body temperature in healthy adults and in patients receiving chemotherapy: prospective observational cohort study","Journal of Medical Engineering and Technology","2019","43","323-333","10.1080/03091902.2019.1667446","cited By 0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073184863&doi=10.1080%2f03091902.2019.1667446&partnerID=40&md5=c5818e5534ee9dfdb3861aa51683447f","Between-individual variability of body temperature has been little investigated, but is of clinical importance: for example, in detection of neutropenic sepsis during chemotherapy. We studied within-person and between-person variability in temperature in healthy adults and those receiving chemotherapy using a prospective observational design involving 29 healthy participants and 23 patients undergoing chemotherapy. Primary outcome was oral temperature. We calculated each patients mean temperature, standard deviation within each patient (within-person variability), and between patients (between-person variability). Secondary analysis explored temperature changes in the three days before admission for neutropenic sepsis. 1,755 temperature readings were returned by healthy participants and 1,765 by chemotherapy patients. Mean participant temperature was 36.16 C (95% CI 36.0736.26) in healthy participants and 36.32 C (95% CI 36.1836.46) in chemotherapy patients. Healthy participant within-person variability was 0.40 C (95% CI 0.360.44) and between-person variability was 0.26 C (95% CI 0.160.35). Chemotherapy patient within-person variability was 0.39 C (95% CI 0.340.44) and between-person variability was 0.34 C (95% CI 0.260.48). Thus, use of a population mean rather than personalised baselines is probably sufficient for most clinical purposes as between-person variability is not large compared to within-person variability. Standardised guidance and provision of thermometers to patients might help to improve recording and guide management.  2019,  2019 Informa UK Limited, trading as Taylor & Francis Group.","Article","Scopus","5",NA,"excluded",""
"Wu20171390","ARTICLE","Wu, S.-H. and Chen, M. and Barako, M.T. and Jankovic, V. and Hon, P.W.C. and Sweatlock, L.A. and Povinelli, M.L.","Thermal homeostasis using microstructured phase-change materials","Optica","2017","4","1390-1396","10.1364/OPTICA.4.001390","cited By 34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035081950&doi=10.1364%2fOPTICA.4.001390&partnerID=40&md5=6fd777c6d8f372d4656acc828da9786f","Humans and other warm-blooded mammals maintain their body temperature within a narrow range in a process called homeostasis. This ability to maintain an internal temperature, which is relatively insensitive to changes in the external environment or heat load is vital for all complex processes that sustain life. Without the ability to regulate temperature, materials and devices that experience large temperature gradients or temperature cycles are vulnerable to performance degradation or even catastrophic failure. Thermal control akin to the way living organisms achieve thermal homeostasis is particularly important in environments such as space, where changing solar illumination can cause large temperature variations. Various systems have been used to mitigate temperature fluctuations; however, they tend to be bulky and require power. Here, we model micropatterned phase-change materials to design an efficient, solid-state alternative, which requires no external input power. Our design is based on switchable thermal emission, which takes advantage of temperature-induced phase-change behavior in thin films of vanadium oxide on silicon microcones.  2017 Optical Society of America.","Article","Scopus","11",NA,"excluded",""
