label,author,title,journal,doi,year,abstract,issn,journal_secondary,volume,issue,pages,institution,url,ea,ei,pm,pt,ri,tc,ut,z8,z9,za,zb,zr,zs,ar,oi,pd,z2,be,bn,cl,ct,pn,se,z4,s1,ho,si,ca,ma,su,gp,ft,ak,z1,x1,y4,citation,screened_titles,notes
Schwalbe_2018_JOOFNOTH,"Schwalbe, Karsten and Hoffmann, Karl Heinz",Novikov Engine with Fluctuating Heat Bath Temperature,JOURNAL OF NON-EQUILIBRIUM THERMODYNAMICS,10.1515/jnet-2018-0003,2018,"The Novikov engine is a model for heat engines that takes the irreversible character of heat fluxes into account. Using this model, the maximum power output as well as the corresponding efficiency of the heat engine can be deduced, leading to the well-known Curzon-Ahlborn efficiency. The classical model assumes constant heat bath temperatures, which is not a reasonable assumption in the case of fluctuating heat sources. Therefore, in this article the influence of stochastic fluctuations of the hot heat bath's temperature on the optimal performance measures is investigated. For this purpose, a Novikov engine with fluctuating heat bath temperature is considered. Doing so, a generalization of the Curzon-Ahlborn efficiency is found. The results can help to quantify how the distribution of fluctuating quantities affects the performance measures of power plants.",0340-0204,NA,43,2,141-150,"MAY 21-25, 2017",NA,NA,1437-4358,NA,J,NA,13,WOS:000429328000007,0,13,0,0,0,0,NA,NA,Apr-18,NA,NA,NA,"Univ Technol & Econ, Budapest, HUNGARY",14th Joint European Thermodynamics Conference (JETC),NA,NA,NA,NA,Univ Technol & Econ,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Novikov Engine with Fluctuating Heat Bath Temperature.,excluded,NA
Wongpan_2018_JOOFGERE,"Wongpan, P. and Hughes, K. G. and Langhorne, P. J. and Smith, I. J.","Brine Convection, Temperature Fluctuations, and Permeability in Winter Antarctic Land-Fast Sea Ice",JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,10.1002/2017JC012999,2018,"Vertical temperature strings are used in sea ice research to study heat flow, ice growth rate, and ocean-ice-atmosphere interaction. We demonstrate the feasibility of using temperature fluctuations as a proxy for fluid movement, a key process for supplying nutrients to Antarctic sea ice algal communities. Four strings were deployed in growing, land-fast sea ice in McMurdo Sound, Antarctica. By smoothing temperature data with the robust LOESS method, we obtain temperature fluctuations that cannot be explained by insolation or atmospheric heat loss. Statistical distributions of these temperature fluctuations are investigated with sensitivities to the distance from the ice-ocean interface, average ice temperature, and sea ice structure. Fluctuations are greatest close to the base (<50 mm) at temperatures >-3 degrees C, and are discrete events with an average active period of 43% compared to 11% when the ice is colder (-3 degrees C to -5 degrees C). Assuming fluctuations occur when the Rayleigh number, derived from mushy layer theory, exceeds a critical value of 10 we approximate the harmonic mean permeability of this thick (>1 m) sea ice in terms of distance from the ice-ocean interface. Near the base, we obtain values in the same range as those measured by others in Arctic spring and summer. The permeability between the ice-ocean interface and 0.050.04 m above it is of order 10(-9) m(2). Columnar and incorporated platelet ice permeability distributions in the bottom 0.1 m of winter Antarctic sea ice are statistically significantly different although their arithmetic means are indistinguishable.",2169-9275,NA,123,1,216-230,NA,NA,NA,2169-9291,NA,J,"Wongpan, Pat/AAX-6946-2020; Langhorne, Pat/C-3539-2018; Hughes, Kenneth/",2,WOS:000425589800014,0,2,0,0,0,0,NA,"Wongpan, Pat/0000-0002-7113-8221; Langhorne, Pat/0000-0003-0239-7657; and Hughes, Kenneth/0000-0001-5066-3310",Jan-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brine Convection, Temperature Fluctuations, and Permeability in Winter Antarctic Land-Fast Sea Ice.",excluded,NA
Bates_2013_JOOFEXMABIANEC,"Bates, Amanda E. and Bird, Tomas J. and Robert, Katleen and Onthank, Kirt L. and Quinn, Gerry P. and Juniper, S. Kim and Lee, Raymond W.",Activity and positioning of eurythermal hydrothermal vent sulphide worms in a variable thermal environment,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/j.jembe.2013.06.015,2013,"Here we investigate behavioral responses to fine-scale spatial and temporal temperature gradients in a heat tolerant hydrothermal vent worm (Paralvinella sulfincola). While this species has been a model organism for understanding physiological adaptations to extreme environments, lacking are corroborative in situ experiments and characterization of temperature-related behaviors representing the lower thermal tolerance range of this species. To address this knowledge gap, we first quantified the upper thermal limit for this species using a rapid heating protocol executed remotely on the seafloor. Second, we used a combination of in situ observations and shipboard experiments to test for temperature-dependent patterns in activity and behavior. We confirm that P. sulfincola is remarkably eurythermal and demonstrates a thermal niche breadth exceeding 45 degrees C. We further show that the activity and positioning of worms relate to temperatures within its lower preferred range (i.e., between 4 and 20 degrees C). Worms tended to remain closer to their tube openings and held their branchial crown in a consistent location when fluids were relatively warm. By contrast, when fluids were cooler, both the distance worms were observed from their tubes and positioning of their branchial crown were more variable. A Bayesian hidden Markov model classified each worm at each time interval as being in a high or low activity state according to the magnitude of change in their orientation and how far they moved between successive time lapse images. We found that the transition between active and inactive states at any time period is related to fluid temperature. Our observations indicate that the behavior of the worms is temperature-dependent, which may in turn reflect temperature-related variables such as the delivery of food particles, dissolved oxygen concentration, or relative environmental variability. Our findings demonstrate that this species can respond behaviorally to very fine-scale environmental variability in a manner not simply predicted by models of increasing activity with temperature. (C) 2013 Elsevier B.V. All rights reserved.",0022-0981,NA,448,NA,149-155,NA,NA,NA,1879-1697,NA,J,NA,3,WOS:000326430500019,0,3,0,1,0,0,NA,NA,Oct-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Activity and Positioning of Eurythermal Hydrothermal Vent Sulphide Worms in a Variable Thermal Environment.,selected,NA
Alston_2020_JOOFEXBI,"Alston, Meggan A. and Lee, Jeeyun and Moore, M. Elizabeth and Kingsolver, Joel G. and Willett, Christopher S.",The ghost of temperature past: interactive effects of previous and current thermal conditions on gene expression in Manduca sexta,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.213975,2020,"High temperatures can negatively impact the performance and survival of organisms, particularly ectotherms. While an organism's response to high temperature stress clearly depends on current thermal conditions, its response may also be affected by the temporal pattern and duration of past temperature exposures. We used RNA sequencing of Manduca sexta larvae fat body tissue to evaluate how diurnal temperature fluctuations during development affected gene expression both independently and in conjunction with subsequent heat stress. Additionally, we compared gene expression between two M. sexta populations, a lab colony and a genetically related field population that have been separated for >300 generations and differ in their thermal sensitivities. Lab-adapted larvae were predicted to show increased expression responses to both single and repeated thermal stress, whereas recurrent exposure could decrease later stress responses for field individuals. We found large differences in overall gene expression patterns between the two populations across all treatments, as well as population-specific transcriptomic responses to temperature; more differentially expressed genes were upregulated in the field compared with lab larvae. Developmental temperature fluctuations alone had minimal effects on long-term gene expression patterns, with the exception of a somewhat elevated stress response in the lab population. Fluctuating rearing conditions did alter gene expression during exposure to later heat stress, but this effect depended on both the population and the particular temperature conditions. This study contributes to increased knowledge of molecular mechanisms underlying physiological responses of organisms to temperature fluctuations, which is needed for the development of more accurate thermal performance models.",0022-0949,NA,223,7,NA,NA,NA,NA,1477-9145,32127377,J,"Alston, Meggan/; Willett, Christopher/F-9443-2011; Moore, M. Elizabeth/",0,WOS:000541832400010,0,0,0,0,0,0,jeb213975,"Alston, Meggan/0000-0002-4062-0381; Willett, and Christopher/0000-0002-9094-9265; Moore, M. Elizabeth/0000-0001-7390-5562",Apr-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Ghost of Temperature Past: Interactive Effects of Previous and Current Thermal Conditions on Gene Expression in Manduca Sexta.,selected,NA
Kuznik_2008_ENEANDBUI,"Kuznik, Frederic and Virgone, Joseph and Roux, Jean-Jacques",Energetic efficiency of room wall containing PCM wallboard: A full-scale experimental investigation,ENERGY AND BUILDINGS,10.1016/j.enbuild.2007.01.022,2008,"A wallboard new PCM material is experimentally investigated in this paper to enhance the thermal behavior of light weight building internal partition wall. The experiments are carried out in a full-scale test room which is completely controlled. The external temperature and radiative flux dynamically simulate a summer repetitive day. The differential test concern walls with and without PCM material under the same conditions. The PCM allows to reduce the room air temperature fluctuations, in particular when overheating occurs. A numerical modeling has been used to investigate energy storage. Five millimeters of PCM wallboard double the energy that can be stocked, and destocked, during the experiment. The experiments are fully described so that the results can be used for the validation of numerical models dealing with phase change materials. (c) 2007 Elsevier B.V. All rights reserved.",0378-7788,NA,40,2,148-156,NA,NA,NA,NA,NA,J,NA,169,WOS:000252344700009,9,176,0,0,0,1,NA,"KUZNIK, Frederic/0000-0001-5724-1823",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Energetic Efficiency of Room Wall Containing Pcm Wallboard: a Full-Scale Experimental Investigation.,excluded,NA
Assima_2014_CHEMENGIJOUR,"Assima, Gnouyaro P. and Larachi, Faical and Molson, John and Beaudoin, Georges",Impact of temperature and oxygen availability on the dynamics of ambient CO2 mineral sequestration by nickel mining residues,CHEMICAL ENGINEERING JOURNAL,10.1016/j.cej.2013.12.010,2014,"A detailed study of the sensitivity of mineral carbonation to temperature variations and air oxygen content in a saturated nickel mining residue (NiMR) under humid environments was carried out. The dynamics of CO2 uptake in NiMR beds subjected to carbonation was monitored as a function of temperature and oxygen content in the range 10-40 degrees C and 0-20 vol.%, respectively. An increase in the rate of carbonation was noticed along with elevated carbonation temperatures. A temperature rise from 10 to 40 degrees was accompanied by a ten-fold increase in initial reaction rate and was corroborated by a corresponding stimulated release of magnesium in pore water as evidenced by residue leaching experiments. Furthermore, significant heat was generated during reaction progress which led to a rise in temperature up to 4.9 degrees C at a 10 degrees C carbonation temperature. The rate of carbonation was found to be reduced by the increase of iron (III) content in the pore water fostered by the presence of dissolved oxygen. Formation of iron hydroxides induced pore water acidification which stimulated carbonation. This was counterbalanced by the ensuing precipitation of iron (III) hydroxide as a thin coating which slowed the progress of carbonation. Using weakly concentrated CDTA-chelating ligands helped curb iron (III) precipitation which ensured higher carbonation rates under an oxic environment. (C) 2013 Elsevier B.V. All rights reserved.",1385-8947,NA,240,NA,394-403,NA,NA,NA,1873-3212,NA,J,NA,21,WOS:000331782500046,0,21,0,4,0,0,NA,"Molson, John/0000-0002-6581-8044",MAR 15 2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Impact of Temperature and Oxygen Availability on the Dynamics of Ambient Co2 Mineral Sequestration by Nickel Mining Residues.,excluded,NA
Cvitkovic_2011_FRESENVIBULL,"Cvitkovic, Ivan and Despalatovic, Marija and Grubelic, Ivana and Bogner, Danijela and Nikolic, Vedran and Zuljevic, Ante and Antolic, Boris and Travizi, Ana","SPATIO-TEMPORAL VARIABILITY OF MEIOFAUNA COMMUNITY STRUCTURE IN ABANDONED SALINA OF VELIKE SOLINE AND ADJACENT AREA (MEDITERRANEAN, ADRIATIC SEA)",FRESENIUS ENVIRONMENTAL BULLETIN,NA,2011,"The present study was carried out in the wider area of Velike So line, abandoned sauna located on the eastern shore of the Adriatic Sea (Northern Dalmatia, Croatia). Samples were collected at six stations from February 2005 to January 2006. To characterize the habitat, physicochemical parameters of water and sediment (temperature, salinity, sediment grain size and organic matter content) were measured on a monthly basis. In order to assess spatio-temporal distribution of meiofauna, samples were collected quarterly in all four seasons. The paper provides a data on intra-annual variability of abiotic factors relevant for characterization of Velike So line habitat, as well as data on the seasonal variability of associated meiofauna. The structure and dynamics of meiofauna in the environment of high temperature and salinity fluctuations has been studied in relationship with spatio-temporal variability of relevant environmental factors and results were compared with those obtained from marine stations in Podsolarska bay and the communication channel that connects sauna with a nearby sea. A total of 12 taxa were found. The average annual density values of meiofauna range from 142.5 to 1740.8 individuals per 10 cm(2). A negative correlation between total meiofaunal density and temperature and salinity fluctuations has been noted. The distribution pattern of the meiofauna community is governed by a different set of environmental variables in particular seasons and it is discussed in detail.",1018-4619,NA,20,3,645-655,NA,NA,NA,NA,NA,J,"zuljevic, ante/R-7455-2016; Nikolic, Vedran/I-6037-2013; Bogner, Danijela/P-5826-2016",2,WOS:000289040800016,0,2,0,0,0,0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spatio-Temporal Variability of Meiofauna Community Structure in Abandoned Salina of Velike Soline and Adjacent Area (Mediterranean, Adriatic Sea)",selected,NA
Marshall_2018_JOOFEXBI,"Marshall, Katie E. and Sinclair, Brent J.","Repeated freezing induces a trade-off between cryoprotection and egg production in the goldenrod gall fly, Eurosta solidaginis",JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.177956,2018,"Internal ice formation leads to wholesale changes in ionic, osmotic and pH homeostasis, energy metabolism, and mechanical damage, across a small range of temperatures, and is thus an abiotic stressor that acts at a distinct, physiologically relevant, threshold. Insects that experience repeated freeze-thaw cycles over winter will cross this stressor threshold many times over their lifespan. Here, we examined the effect of repeatedly crossing the freezing threshold on short-term physiological parameters (metabolic reserves and cryoprotectant concentration) as well as long-term fitness-related performance (survival and egg production) in the freeze-tolerant goldenrod gall fly, Eurosta solidaginis. We exposed overwintering prepupae to a series of low temperatures (-10, -15 or -20 degrees C) with increasing numbers of freezing events (3, 6 or 10) with differing recovery periods between events (1, 5 or 10 days). Repeated freezing increased sorbitol concentration by about 50% relative to a single freezing episode, and prompted prepupae to modify long-chain triacylglycerols to acetylated triacylglycerols. Long-term, repeated freezing did not significantly reduce survival but did reduce egg production by 9.8% relative to a single freezing event. Exposure temperature did not affect any of these measures, suggesting that threshold crossing events may be more important to fitness than the intensity of stress in overwintering E. solidaginis.",0022-0949,NA,221,15,NA,NA,NA,NA,1477-9145,29895680,J,NA,4,WOS:000441894200006,0,5,0,5,0,0,jeb177956,"Sinclair, Brent/0000-0002-8191-9910",Aug-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Repeated Freezing Induces a Trade-Off Between Cryoprotection and Egg Production in the Goldenrod Gall Fly, Eurosta Solidaginis.",excluded,NA
Norsazwan_2020_SEESCIANDTEC,"Norsazwan, M. G. and Sinniah, U. R. and Puteh, A. B. and Namasivayam, P. and Mohaimi, M. and Aminuddin, I. A.",Temperature fluctuation improves oil palm (Elaeis guineensis) dura x pisifera seed germination,SEED SCIENCE AND TECHNOLOGY,10.15258/sst.2020.48.1.07,2020,"Oil palm is mainly propagated using dura x pisifera (D x P) hybrid seeds. Among the issues in D x P seed production are relatively poor seed germination and uniformity, despite heat treatment at 40 degrees C to break dormancy. The conditions for germination post-heat-treatment may be a contributing factor. This study aimed to evaluate and compare the effect of constant 30 degrees C or ambient temperature fluctuation at two different locations, Sime Darby Oil Palm Breeding Seed Processing Renggam, Johor and the Seed Production Unit (SPU) Banting, Selangor on oil palm D x P seed germination. At both locations, final mean germination percentage and speed were higher at fluctuating temperatures compared with constant 30 degrees C. Under fluctuating conditions, the Oil Palm Breeding Seed Processing Renggam environment resulted in higher germination (85.8%) compared with SPU Banting (69.8%). Thus, the higher temperature amplitude (difference between daily maximum and minimum temperatures) was an important factor, resulting in higher germination. Therefore, oil palm can be germinated under ambient temperature conditions to obtain higher germination than under constant temperature, avoiding the need for maintaining expensive constant temperature germination rooms. In addition, a sufficiently high temperature amplitude can be beneficial in improving the ability to germinate and the speed of germination.",0251-0952,NA,48,1,49-55,NA,NA,NA,1819-5717,NA,J,NA,2,WOS:000524504300007,0,2,0,1,0,0,NA,NA,Apr-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperature Fluctuation Improves Oil Palm (Elaeis Guineensis) Dura x Pisifera Seed Germination.,selected,NA
Parshin_2012_MOLCRYANDLIQCRY,"Parshin, A. M. and Nazarov, V. G. and Zyryanov, V. Ya. and Shabanov, V. F.",Magnetic-Field-Induced Structural Transition in Polymer-Dispersed Liquid Crystals,MOLECULAR CRYSTALS AND LIQUID CRYSTALS,10.1080/15421406.2011.632237,2012,"The structural transition occurring in droplets of nematic liquid crystals formed in a polymer in magnetic field is studied. The transition is caused by field-driven weakening of tangential surface anchoring and develops following two scenarios: bipolar structure/homogeneous structure or bipolar structure/radial structure. The first scenario suggests a cyclic transition occurring upon thermal fluctuations without field. The structural transition is considered within a model of the biaxial liquid crystal/polymer interface. The model describes tendency of the nematic director to align tangentially on a droplet's surface, normally under the action of flexoelectric polarization, and axially along the magnetic-field-imposed easy orientation axis.",1542-1406,NA,557,NA,50-59,NA,NA,NA,NA,NA,J,"Zyryanov, Victor Yakovlevich/L-7696-2013; Nazarov, Victor/B-2274-2014; Parshin, Alexander M/B-5169-2014",5,WOS:000303232400006,0,5,0,1,2,0,NA,"Zyryanov, Victor Yakovlevich/0000-0001-7373-3342; Nazarov, and Victor/0000-0002-7243-9739;",2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Magnetic-Field-Induced Structural Transition in Polymer-Dispersed Liquid Crystals.,excluded,NA
Schweizer_1999_JOOFCRGR,"Schweizer, M and Croll, A and Dold, P and Kaiser, T and Lichtensteiger, M and Benz, KW",Measurement of temperature fluctuations and microscopic growth rates in a silicon floating zone under microgravity,JOURNAL OF CRYSTAL GROWTH,10.1016/S0022-0248(99)00155-4,1999,"A silicon crystal growth experiment has been accomplished using the floating-zone technique under microgravity on a sounding rocket (TEXUS 36). Measurements of temperature fluctuations in the silicon melt zone due to time-dependent thermocapillary convection (Marangoni convection) and an observation of the microscopic growth rate were simultaneously performed during the experiment. Temperature fluctuations of about 0.5-0.7 degrees C with a frequency range <0.5 Hz were detectable. The microscopic growth rate fluctuates considerably around the average growth rate of I mm/min: Growth rates up to 3-4 mm/min, close to zero mm/min, as well as negative values (backmelting) were observed. Dopant striations are clearly visible in the Sb-doped crystal. They were characterized by spreading resistance measurements and differential interference contrast microscopy. The frequencies of temperature fluctuations, microscopic growth rates, and the dopant inhomogeneities correspond quite well, with main frequencies between 0.1 sind 0.3 Wt. 3D numerical simulations were performed to predict the optimum position of the temperature sensor, and the characteristic temperature amplitudes and frequencies. At a position 3.4 mm above the interface and 1.4 mm inside the melt, equivalent to the sensor tip position in the experiment, temperature fluctuations up to 1.8 degrees C and frequencies less than or equal to 0.25 Hz were found in the simulations. (C) 1999 Elsevier Science B.V. All rights reserved.",0022-0248,NA,203,4,500-510,NA,NA,NA,NA,NA,J,"Croell, Arne/A-2480-2013",41,WOS:000080877900006,1,42,0,0,0,0,NA,"Croell, Arne/0000-0002-8673-9994",Jun-99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measurement of Temperature Fluctuations and Microscopic Growth Rates in a Silicon Floating Zone under Microgravity.,excluded,NA
Guo_2017_APPLTHERENGI,"Guo, Zhouchao and Zou, Jinqiang and Chen, Yinqiang and Xu, Kaili and Lu, Tao",Online monitoring of wall temperature fluctuations of horizontal mixing T-junction pipe,APPLIED THERMAL ENGINEERING,10.1016/j.applthermaleng.2017.08.065,2017,"The monitoring of wall temperature fluctuations induced by unsteady mixing of hot and cold fluids in T-junction pipes of nuclear plants is increasingly performed, mainly on pipe systems the failure of which could present severe implications on the environment. In this study, mock-up tests and analyses were conducted to develop an online monitoring program for monitoring the wall temperature fluctuations of mixing T-junction pipes. Using a test loop, we simulated the mixing flow of hot and cold fluids in a horizontal T-junction pipe at a nuclear plant. To monitor the wall temperature fluctuations of the horizontal T-junction pipe, we developed a program in MATLAB. The program was able to filter out noises from the raw measured temperature data by singular spectrum analysis and guarantee a grid independent and time-step-independent solution. The program provided two monitoring models: uniform thermal conductivity (UTC) and temperature-dependent thermal conductivity. The UTC model and a reasonable number of iteration steps in a cycle were able to improve the computational efficiency of the program. (C) 2017 Elsevier Ltd. All rights reserved.",1359-4311,NA,127,NA,580-591,NA,NA,NA,NA,NA,J,NA,5,WOS:000413608400055,0,5,0,0,0,0,NA,NA,DEC 25 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Online Monitoring of Wall Temperature Fluctuations of Horizontal Mixing t-Junction Pipe.,excluded,NA
Wang_1998_ENVI,"Wang, YQ and Derksen, RW",The confirmation of the alpha-beta model and the maximum entropy formulation in a thermal wake,ENVIRONMETRICS,NA,1998,"We have confirmed the validity of Chatwin and Sullivan's alpha-beta model using our experimental results in a thermal wake. Using the same data set, we have also examined and validated Derksen and Sullivan's maximum entropy formulation to approximate the probability density function of a turbulent contaminant fluctuation when only the fourth and the lower order moments are known. In addition, the paper provides evidence to suggest the kurtosis is quadratically dependent on skewness. The measurements were made in a thermal wake created by a heated cylinder in a fully developed turbulent pipe flow, at 7 stations from 16.7 to 58.3 cylinder diameters downstream of the source. The Reynolds number is 180,000 based on the centreline mean velocity and the pipe diameter (or 11,000 based on the cylinder diameter). The results presented in this paper include the cross-stream distributions of the mean and root mean square velocity and temperature as well as the probability density functions of the temperature fluctuations. (C) 1998 John Wiley & Sons, Ltd.",1180-4009,NA,9,3,269-282,NA,NA,NA,NA,NA,J,NA,1,WOS:000073783700004,0,1,NA,0,0,0,NA,NA,MAY-JUN 1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Confirmation of the Alpha-Beta Model and the Maximum Entropy Formulation in a Thermal Wake.,excluded,NA
Schwabe_2020_CRYRESANDTEC,"Schwabe, Dietrich G.","Spiral Crystal Growth in the Czochralski Process-Revisited, with New Interpretations",CRYSTAL RESEARCH AND TECHNOLOGY,10.1002/crat.201900073,2020,"Herein, the features of some Czochralski crystals with spiral morphology are investigated in detail to develop a model for their spiral growth. The case of a cylindrically growing crystal with a spontaneous transition to spiral growth is considered. At the onset of spiral growth, the development of a ""foot"" in the meniscus region is identified. It is shown that the growth of a foot takes place under ""flaring growth conditions."" Insufficient axial heat transport through the crystal leads to a concave interface which is behind the flaring growth. The constraints of automatic weight control force the flaring crystal to grow as a spiral. The selection of a single foot is assisted by temperature fluctuations in the melt. Some symmetry breakings during spiral growth, for example, a meniscus deformation by rotation and the azimuthal growth in the meniscus, have been described already by the author earlier. Only recently spiral growth has been encountered with Czochralski silicon, grown at high pulling speed. These hypotheses on spiral growth hold for high-melting-point oxides as well as for the lower melting silicon.",0232-1300,NA,55,2,NA,NA,NA,Sep-19,1521-4079,NA,J,NA,0,WOS:000487494300001,0,0,0,0,0,0,1900073,NA,Feb-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spiral Crystal Growth in the Czochralski Process-Revisited, with New Interpretations.",excluded,NA
Kao_2018_ZOOLSTUD,"Kao, Kuo-Wei and Keshavmurthy, Shashank and Tsao, Cing-Hsin and Wang, Jih-Terng and Chen, Chaolun Allen",Repeated and Prolonged Temperature Anomalies Negate Symbiodiniaceae Genera Shuffling in the Coral Platygyra verweyi (Scleractinia; Merulinidae),ZOOLOGICAL STUDIES,10.6620/ZS.2018.57-55,2018,"With climate change, global average sea surface temperatures are expected to increase by 1.0-3.7 degrees C by the end of this century. Even a 1.0 degrees C increase in seawater temperature from local long-term summer maxima lasting for weeks to months results in bleaching and/or mortality in reef-building corals. Studies on coral resistance mechanisms have proposed a correlation between shuffling of different Symbiodiniaceae genera (changing the dominant Symbiodiniaceae genera) and putative thermal tolerance in corals. Although it was suggested that some corals can increase their tolerance by 1.0-1.5 degrees C through shuffling to thermally tolerant Durusdinium trenchii (formerly D1a), the effects of accumulated thermal stress due to prolonged high temperatures on the survival of corals that have shuffled have not been investigated. We show herein that prolonged exposure to high temperature (> 10.43-degree heating weeks) can drastically reduce coral survival rate even after it has shuffled to stress-tolerant Symbiodiniaceae genera. Our study suggests that there is a limit to the capacity of for shuffling, and hence is likely to lose its efficacy in the future as repeated and prolonged thermal stress events become more frequent and pronounced.",1021-5506,NA,57,NA,NA,NA,NA,NA,1810-522X,31966295,J,NA,6,WOS:000450632800001,0,6,0,4,0,0,55,NA,NOV 20 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Repeated and Prolonged Temperature Anomalies Negate Symbiodiniaceae Genera Shuffling in the Coral Platygyra Verweyi (Scleractinia; Merulinidae),excluded,NA
Rajakaruna_2017_JOOFTHBI,"Rajakaruna, Harshana and Lewis, Mark",Temperature cycles affect colonization potential of calanoid copepods,JOURNAL OF THEORETICAL BIOLOGY,10.1016/j.jtbi.2017.01.044,2017,"Marine calanoid copepods colonize new habitats, and some become invasive. Their fitness, measured by intrinsic growth rate and net reproductive rate, is partially driven by biochemical processes. Thus, it is a function of ambient temperature. Biochemical processes may not be approximated well by yearly mean temperature alone when temperature cycles yearly, largely. Higher order moments may also be important. The amplitude of yearly fluctuations of monthly and seasonal sea temperatures varies dramatically across the northern temperate regions. Thus, they can impact the fitness, thereby the colonization potential of copepods migrating across such region. To investigate this, we derive approximate metrics of periodic (yearly) fitness: the yearly intrinsic growth rate, and a weighted net reproductive rate. We use them to measure the persistence and the growth of an Allee-effect free, stage-structured, fast-maturing, small population of invasive copepods that reproduces year-round in habitats with yearly temperature cycles. We show that the yearly fitness increases substantially when a population is introduced from a habitat with large amplitude to that with small amplitude yearly fluctuating temperatures, given that their mean temperatures and other environmental and ecological factors are constant. The detected range-expansion of the modeled species matches the potential fitness gradient predicted by the metrics. The study leads to the question whether the gradient of the amplitudes of temperature between habitats with similar yearly mean temperatures impacts a class of fast-maturating calanoid copepods, colonizing new habitats, and becoming invasive.",0022-5193,NA,419,NA,77-89,NA,NA,NA,1095-8541,28188733,J,"Lewis, Mark A/C-5015-2008; Rajakaruna, Harshana/AAF-9456-2019",2,WOS:000400033400009,0,2,0,2,0,0,NA,"Lewis, Mark A/0000-0002-7155-7426;",APR 21 2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperature Cycles Affect Colonization Potential of Calanoid Copepods.,selected,NA
