label,author,title,journal,doi,year,abstract,citation,screened_titles,notes,screened_abstracts
Paaijmans_2008_HYDRPROC,"Paaijmans, K. P. and Jacobs, A. F. G. and Takken, W. and Heusinkveld, B. G. and Githeko, A. K. and Dicke, M. and Holtslag, A. A. M.",Observations and model estimates of diurnal water temperature dynamics in mosquito breeding sites in western Kenya,HYDROLOGICAL PROCESSES,10.1002/hyp.7099,2008,"Water temperature is an important determinant of the growth and development of malaria mosquito immatures. To gain a better understanding of the daily temperature dynamics of malaria mosquito breeding sites and of the relationships between meteorological variables and water temperature, three clear water pools (diameter x depth: 0.16 x 0.04, 0.32 x 0.16 and 0-96 x 0.32 in) were created in Kenya. Continuous water temperature measurements at various depths were combined with weather data collections from a meteorological station. The water pools were homothermic, but the top water layer differed by up to about 2 degrees C in temperature, depending on weather conditions. Although the daily mean temperature of all water pools was similar (27.4-28.1 degrees C) the average recorded difference between the daily minimum and maximum temperature was 14.4 degrees C in the smallest versus 7.1 degrees C in the largest water pool. Average water temperature corresponded well with various meteorological variables. The temperature of each water pool was continuously higher than the air temperature. A model was developed that predicts the diurnal water temperature dynamics accurately, based on the estimated energy budget components of these water pools. The air-water interface appeared the most important boundary for energy exchange processes and on average 82-89% of the total energy was gained and lost at this boundary. Besides energy loss to longwave radiation, loss due to evaporation was high; the average estimated daily evaporation ranged from 4.2 mm in the smallest to 3.7 mm in the largest water pool. Copyright (C) 2008 John Wiley & Sons, Ltd.",Observations and Model Estimates of Diurnal Water Temperature Dynamics in Mosquito Breeding Sites in Western Kenya.,selected,NA,selected
Petchey_2000_PROFTHROSOB.SC,"Petchey, OL",Environmental colour affects aspects of single-species population dynamics,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2000.1066,2000,"Single-species populations of ciliates (Colpidium and Paramecium) experienced constant temperature or white or reddened temperature fluctuations in aquatic microcosms in order to test three hypotheses about how environmental colour influences population dynamics. (i) Models predict that the colour of population dynamics is tinged by the colour of the environmental variability However, environmental colour had no effect on the colour of population dynamics. All population dynamics in this experiment were reddened, regardless of environmental colour. iii! Models predict that populations will crack reddened environmental variability more closely than white environmental variability and that populations with a higher intrinsic growth rate (r) will track environmental variability more closely than populations with a low r. The experimental populations behaved as predicted. (iii! Models predict that population variability is determined by interaction between r and the environmental variability. The experimental populations behaved as predicted. These results show that (i) reddened population dynamics mall need no special explanation, such as reddened environments, spatial subdivision or interspecific interactions, and (ii) and (iii) that population dynamics are sensitive to environmental colour, in agreement with population models. Correct specification of the colour of the environmental variability in models is required for accurate predictions. Further work is needed to study the effects of environmental colour on communities and ecosystems.",Environmental Colour Affects Aspects of Single-Species Population Dynamics.,selected,only study showing color of environmental noise,selected
Pickett_2015_Figs,"Pickett, Evan J and Thomson, David L and Li, Teng A and Xing, Shuang",Jensen&#8217;s Inequality and the Impact of Short-Term Environmental Variability on Long-Term Population Growth Rates,Figshare,NA,2015,"It is well established in theory that short-term environmental fluctuations could affect the long-term growth rates of wildlife populations, but this theory has rarely been tested and there remains little empirical evidence that the effect is actually important in practice. Here we develop models to quantify the effects of daily, seasonal, and yearly temperature fluctuations on the average population growth rates, and we apply them to long-term data on the endangered Black-faced Spoonbill (Platalea minor); an endothermic species whose population growth rates follow a concave relationship with temperature. We demonstrate for the first time that the current levels of temperature variability, particularly seasonal variability, are already large enough to substantially reduce long-term population growth rates. As the climate changes, our results highlight the importance of considering the ecological effects of climate variability and not just average conditions.",Jensen&#8217;s Inequality and the Impact of Short-Term Environmental Variability on Long-Term Population Growth Rates.,selected,NA,selected
Rahman_2007_AQUA,"Rahman, M. M. and Corteel, M. and Dantas-Lima, J. J. and Wille, M. and Alday-Sanz, V. and Pensaert, M. B. and Sorgeloos, P. and Nauwynck, H. J.",Impact of daily fluctuations of optimum (27 degrees C) and high water temperature (33 degrees C) on Penaeus vannamei juveniles infected with white spot syndrome virus (WSSV),AQUACULTURE,10.1016/j.aquaculture.2007.04.056,2007,"This study evaluated the effect of daily fluctuations between optimum (27 degrees C) and high water temperature (33 degrees C) on the clinical and virological outcome of a WSSV infection in Penaeus vannamei juveniles. Shrimp were inoculated intramuscularly with a dose of 10,000 SID50 of either virulent WSSV Thai-1 or less virulent WSSV Viet or mock inoculated. Temperature was kept either continuously at 27 degrees C or switched from 27 degrees C to 33 degrees C at 12 h post inoculation (hpi) and maintained at that temperature for 6 h (6 h 33 degrees C), 12 h (12 h 33 degrees C), 18 h (18 h 33 degrees C) or 24 h (24 h 33 degrees C) per day. Temperature was then lowered and maintained at 27 degrees C for the remaining hours of the day. The experiments ran for 132 hpi with WSSV Thai-1 and 168-192 hpi with WSSV Viet. WSSV infections were demonstrated by indirect immunofluorescence (IIF). Shrimp kept continuously at 27 degrees C, started to show clinical signs at 24 hpi and mortalities started at 36 hpi with both strains. Cumulative mortalities reached 100% at 60 hpi with WSSV Thai-1 and at 168-192 hpi with WSSV Viet in two experiments. At constant 33 degrees C (24 h 33 degrees C), mortalities were 0% with WSSV Thai-1 and 5% or 10% with WSSV Viet. With exposure to 33 degrees C for 6 or 12 h per day (6 h 33 degrees C or 12 h 33 degrees C), cumulative mortalities reached 90-100% at 72-96 hpi with WSSV Thai-1. With WSSV Viet cumulative mortalities reached 100% at 84-96 hpi or 50-95% at 96-108 hpi with 33 degrees C for 6 h or 12 h per day. Mortalities were clearly reduced with WSSV Thai-1 (0-40%) and WSSV Viet (5-15%) at 33 degrees C for 18 h per day. At constant 27 degrees C and at 33 degrees C for 6 h or 12 h per day, dead shrimp were WSSV positive and euthanized shrimp were WSSV negative. At 33 degrees C for 18 h or 24 h per day, the dead and euthanized shrimp were WSSV negative except the dead shrimp at 18 h 33 degrees C with Thai-1 were WSSV positive. The present study showed that daily temperature fluctuations have negative (6 h 33 degrees C with WSSV Viet) or positive effects (6 h 33 degrees C with WSSV Thai-1 and 12 h or 18 h 33 degrees C with both strains) on disease and mortality of shrimp infected with WSSV. (C) 2007 Elsevier B.V. All rights reserved.",Impact of Daily Fluctuations of Optimum (27 Degrees c) and High Water Temperature (33 Degrees c) on Penaeus Vannamei Juveniles Infected with White Spot Syndrome Virus (Wssv),selected,NA,selected
Rajakaruna_2017_JOOFTHBI,"Rajakaruna, Harshana and Lewis, Mark",Temperature cycles affect colonization potential of calanoid copepods,JOURNAL OF THEORETICAL BIOLOGY,10.1016/j.jtbi.2017.01.044,2017,"Marine calanoid copepods colonize new habitats, and some become invasive. Their fitness, measured by intrinsic growth rate and net reproductive rate, is partially driven by biochemical processes. Thus, it is a function of ambient temperature. Biochemical processes may not be approximated well by yearly mean temperature alone when temperature cycles yearly, largely. Higher order moments may also be important. The amplitude of yearly fluctuations of monthly and seasonal sea temperatures varies dramatically across the northern temperate regions. Thus, they can impact the fitness, thereby the colonization potential of copepods migrating across such region. To investigate this, we derive approximate metrics of periodic (yearly) fitness: the yearly intrinsic growth rate, and a weighted net reproductive rate. We use them to measure the persistence and the growth of an Allee-effect free, stage-structured, fast-maturing, small population of invasive copepods that reproduces year-round in habitats with yearly temperature cycles. We show that the yearly fitness increases substantially when a population is introduced from a habitat with large amplitude to that with small amplitude yearly fluctuating temperatures, given that their mean temperatures and other environmental and ecological factors are constant. The detected range-expansion of the modeled species matches the potential fitness gradient predicted by the metrics. The study leads to the question whether the gradient of the amplitudes of temperature between habitats with similar yearly mean temperatures impacts a class of fast-maturating calanoid copepods, colonizing new habitats, and becoming invasive.",Temperature Cycles Affect Colonization Potential of Calanoid Copepods.,selected,NA,selected
Rodgers_2018_JOOFTHBI,"Rodgers, Essie M. and Cocherell, Dennis E. and Nguyen, Trinh X. and Todgham, Anne E. and Fangue, Nann A.","Plastic responses to diel thermal variation in juvenile green sturgeon, Acipenser medirostris",JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2018.07.015,2018,"Human-induced thermal variability can disrupt energy balance and performance in ectotherms; however, phenotypic plasticity may play a pivotal protective role. Ectotherm performance can be maintained in thermally heterogeneous habitats by reducing the thermal sensitivity of physiological processes and concomitant performance. We examined the capacity of juvenile green sturgeon (Acipenser medirostris) to respond to daily thermal variation. Juveniles (47 days post-hatch) were exposed to either stable (15 +/- 0.5 degrees C) or variable (narrowly variable: 13-17 degrees C day(-1) or widely variable 11-21 degrees C day(-1)) thermoperiod treatments, with equivalent mean temperatures (15 +/- 0.5 degrees C), for 21 days. Growth (relative growth rate, % body mass gain), upper thermal tolerance (critical thermal maxima, CTMax) and the thermal sensitivity of swimming performance (critical swimming speed, U-crit) were assessed in fish from all treatments. Accelerated growth was observed in fish maintained under widely variable temperatures compared to narrowly variable and stable temperatures. No significant variation in CTMax was observed among thermoperiod treatments, suggesting all treatment groups acclimated to the mean temperature rather than daily maximums. The widely variable treatment induced a plastic response in swimming performance, where U-crit was insensitive to temperature and performance was maintained across a widened thermal breadth. Maximum U-crit attained was similar among thermoperiod treatments, but performance was maximised at different test temperatures (stable: 4.62 +/- 0.44 BL s(-1) at 15 degrees C; narrowly variable: 4.52 +/- 0.23 BL s(-1) at 21 degrees C; widely variable: 3.90 +/- 0.24 BL s(-1) at 11 degrees C, mean +/- s.e.m.). In combination, these findings suggest juvenile A. medirostris are resilient to daily fluctuations in temperature, within the temperature range tested here.","Plastic Responses to Diel Thermal Variation in Juvenile Green Sturgeon, Acipenser Medirostris.",selected,NA,selected
Sanford_2002_JOOFEXMABIANEC,"Sanford, E","The feeding, growth, and energetics of two rocky intertidal predators (Pisaster ochraceus and Nucella canaliculata) under water temperatures simulating episodic upwelling",JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,10.1016/S0022-0981(02)00164-8,2002,"Although most upwelling regions are marked by strong fluctuations in water temperature, few studies have examined how episodic cold-water events affect the physiology and ecology of benthic marine invertebrates. I tested the hypothesis that upwelling-related variation in water temperature regulates the feeding, growth, and energetics of two rocky intertidal predators, the sea star Pisaster ochraceus (Brandt, 1835) and the whelk Nucella canaliculata (Duclos, 1832). Sea stars and whelks were maintained in laboratory tanks at a constant 9 degreesC, a constant 12 degreesC, and a treatment that simulated the Oregon coast upwelling regime by cycling between 14-day periods of 12 and 9 degreesC. Early in the experiments, sea stars and whelks held at 9 degreesC consumed about 30% fewer mussels (Mytilus trossulus) than those in warmer tanks. Despite lower consumption by whelks in colder tanks, 9 and 12 degreesC individuals attained the same final size. Similarly, sea stars in 9 degreesC tanks showed greater growth per gram of mussel tissue consumed than individuals held at 12 degreesC. These results suggest that reduced consumption under colder conditions was balanced by reduced metabolic costs. Moreover, there appeared to be an energetic advantage to living in the temperature regime characteristic of intermittent upwelling. Sea stars alternately exposed to 12 and 9 degreesC had a significantly higher growth rate, conversion efficiency, and storage of reserves in the pyloric caeca than individuals in the constant 12 degreesC tanks. Whelks maintained under fluctuating temperatures tended to grow faster than those held at constant 12 or 9 degreesC, although this trend was not statistically significant (p=0.069). These results suggest that benthic consumers experiencing cyclic temperatures may feed intensely during periods of warmer water while benefiting from reduced metabolic costs during cold-water intrusions. Because the fecundity of Pisaster and Nucella is a function of energy stored during the upwelling season, interannual variability in upwelling patterns could alter the reproductive output of these species. (C) 2002 Elsevier Science B.V. All rights reserved.","The Feeding, Growth, and Energetics of Two Rocky Intertidal Predators (Pisaster Ochraceus and Nucella Canaliculata) under Water Temperatures Simulating Episodic Upwelling.",selected,NA,selected
Saxon_2017_Drya,"Saxon, Andrew and O'Brien, Eleanor and Bridle, Jon",Effect of temperature fluctuations on male fitness traits in Drosophila birchii,Dryad,http://dx.doi.org/10.5061/DRYAD.3F8V2/1,2017,"This Excel file contains 8 datasheets. Sheets 1-3 are for Experiments I ,II & III, containing information about transect, elevation of origin, isofemale line, focal male number and treatment. Data are for total cumulative offspring, number of matings and offspring per mating. Sheets 4-6 show wing centroid measurements for the same experiments respectively. Sheets 7-8 are summary line data for Experiments I and II used for heritability estimates and genetic correlations.",Effect of Temperature Fluctuations on Male Fitness Traits in Drosophila Birchii.,selected,NA,selected
Saxon_2017_Figs,"Saxon, Andrew and O'Brien, Eleanor and Bridle, Jon",Effect of temperature fluctuations on male fitness traits in Drosophila birchii,Figshare,NA,2017,"This Excel file contains 8 datasheets. Sheets 1-3 are for Experiments I ,II & III, containing information about transect, elevation of origin, isofemale line, focal male number and treatment. Data are for total cumulative offspring, number of matings and offspring per mating. Sheets 4-6 show wing centroid measurements for the same experiments respectively. Sheets 7-8 are summary line data for Experiments I and II used for heritability estimates and genetic correlations. Copyright: CC0",Effect of Temperature Fluctuations on Male Fitness Traits in Drosophila Birchii.,selected,NA,selected
Saxon_2018_JOOFEVBI,"Saxon, A. D. and O'Brien, E. K. and Bridle, J. R.",Temperature fluctuations during development reduce male fitness and may limit adaptive potential in tropical rainforest Drosophila,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.13231,2018,"Understanding the potential for organisms to tolerate thermal stress through physiological or evolutionary responses is crucial given rapid climate change. Although climate models predict increases in both temperature mean and variance, such tolerances are typically assessed under constant conditions. We tested the effects of temperature variability during development on male fitness in the rainforest fly Drosophila birchii, by simulating thermal variation typical of the warm and cool margins of its elevational distribution, and estimated heritabilities and genetic correlations of fitness traits. Reproductive success was reduced for males reared in warm (mean 24 degrees C) fluctuating (+/- 3 degrees C) vs. constant conditions but not in cool fluctuating conditions (mean 17 degrees C), although fluctuations reduced body size at both temperatures. Male reproductive success under warm fluctuating conditions was similar to that at constant 27 degrees C, indicating that briefly exceeding critical thermal limits has similar fitness costs to continuously stressful conditions. There was substantial heritable variation in all traits. However, reproductive success traits showed no genetic correlation between treatments reflecting temperature variation at elevational extremes, which may constrain evolutionary responses at these ecological margins. Our data suggest that even small increases in temperature variability will threaten tropical ectotherms living close to their upper thermal limits, both through direct effects on fitness and by limiting their adaptive potential.",Temperature Fluctuations During Development Reduce Male Fitness and may Limit Adaptive Potential in Tropical Rainforest Drosophila.,selected,NA,selected
Scheffler_2019_PHYS,"Scheffler, Morgan L. and Barreto, Felipe S. and Mueller, Casey A.","Rapid metabolic compensation in response to temperature change in the intertidal copepod, Tigriopus californicus",PHYSIOLOGY,10.1016/j.cbpa.2019.01.017,2019,"Animals living in the intertidal zone must adapt to thermal variability, including adjustments in metabolism. We examined metabolic responses to temperature in the copepod, Tigriopus californicus, which inhabits supratidal splash pools along the Pacific coast of North America. We maintained three populations of T. californicus at 20 degrees C, one from southern California (San Diego, ""SD"") and two from Oregon (Fogarty Creek, ""FCN"", Boiler Bay, ""BOB"") and examined possible geographic patterns in metabolism. We measured oxygen consumption rate ((V) over dot o(2)) at 20 degrees C and following 48 h (chronic) acclimation to 25, 27.5 and 30 degrees C. (V) over dot o(2) was temperature-independent, with temperature quotients (Q(10)) values <= 1 in all populations, indicative of metabolic compensation. We detected no variation in (V) over dot o(2) or survival between populations. To explore the time course of metabolic compensation, we performed an acute acclimation experiment in which (V) over dot o(2) was measured at 20 degrees C, following immediate exposure to 25 degrees C, and following 2 h, 4 h and 6 h exposure to 25 degrees C. This acute acclimation experiment revealed that (V) over dot o(2) increased immediately in SD and FCN, but was no longer different than 20 degrees C levels by 2 h and 4 h at 25 degrees C, respectively. BOB showed no significant change in (V) over dot o(2), which may indicate complete temperature-independent metabolism or different mechanisms of compensation between populations. This study demonstrates a time course of rapid metabolic compensation in response to temperature that occurs in a small intertidal animal, and suggests intertidal invertebrates can thermally acclimate within a few hours of a significant temperature change.","Rapid Metabolic Compensation in Response to Temperature Change in the Intertidal Copepod, Tigriopus Californicus.",selected,likely not extractable,selected
Schneider_2018_HYDR,"Schneider, Lea D. and Nilsson, P. Anders and Osterling, E. Martin",Evaluating temperature- and host-dependent reproduction in the parasitic freshwater mussel Unio crassus,HYDROBIOLOGIA,10.1007/s10750-017-3217-0,2018,"Adaptation to temperature regimes and host presence may enhance fitness in parasites. In an experimental study, we evaluated the timing of glochidia release by Unio crassus subjected to three spring water temperature regimes in the presence and absence of the host fish Cottus gobio. The timing of glochidia release was delayed at (i) constantly low temperatures (< 10A degrees C), in contrast to earlier and pronounced releases at (ii) natural temperature increases that level off at intermediate temperatures (10-15A degrees C), and (iii) higher-than-normal temperatures (10-20A degrees C). Mussels from treatment (i) that had not released glochidia during the experiment did so soon after being moved to the temperature in (ii), indicating a temperature threshold for glochidia release. Neither host fish presence nor the combined effect of temperature and host fish presence significantly affected the timing of glochidia release. The treatment with natural spring water temperatures indicated possible fitness benefits for U. crassus through combined effects of high intensities of glochidia releases and high survival of released glochidia. The furthered understanding of climate change effects on mussel and host phenology in seasonal environments, potentially inducing temporal mismatches of glochidia release to host availability, is key to mussel conservation.",Evaluating Temperature- And Host-Dependent Reproduction in the Parasitic Freshwater Mussel Unio Crassus.,selected,NA,selected
Schutz_1999_FLOR,"Schutz, W",Germination responses of temperate Carex-species to diurnally fluctuating temperatures - a comparative study,FLORA,10.1016/S0367-2530(17)30876-9,1999,"Effects of diurnal temperature fluctuations on the germination of 34 temperate Carex-species were investigated. Experiments were conducted on recently matured seeds at 22 degrees C mean temperature with fluctuation amplitudes of 0 degrees-16 degrees C, and at 22/10 degrees C (15 degrees C mean temperature) in light and darkness before and after a cold-wet stratification. At 22 degrees C mean temperature, seed germination increased in almost all investigated species with increasing temperature amplitudes, in both light and darkness. The average germination percentage across all species was 29.4% in light and 5.1% in darkness. The averaged amplitude required to reach 50% of maximum germination was 9.8 degrees C. Species with little sensitivity to temperature fluctuation in light showed a clear sensitivity in darkness. The germination percentage was 4.0% for species with seed weights >0.9 mg and 23% for species with seed weights <0.9 mg. By means of a principal component analysis the investigated species could be divided into three groups: (1) species with considerable germination at constant temperature, (2) species with a high germination percentage in response to strong fluctuations but no germination at the constant temperature and at low amplitudes and (3) species which did not germinate at all or showed a low degree of germination at high amplitudes in light. The germination percentage of recently matured seeds was generally lower at 22/10 degrees C (15 degrees C mean) than at 28/16 degrees C (22 degrees C mean). Cold-wet stratification enhanced germination at 22/10 degrees C in 33 species in light, and in 26 species strict dark dormancy was relieved. Sensitivity to temperature fluctuations, a need for relatively high temperature fluctuations to trigger germination and reach 50% of maximum germination and prolonged lag-phases of non-stratified seeds were common features of almost all investigated sedges and might favour the built-up of persistent seed banks. The capacity to respond to fluctuating temperatures in particular provides a mechanism favouring spring germination. Sedges occurring in dry or mesic habitats showed a lower sensitivity to alternating temperatures than sedges of wet habitats. In contrast to forest species of other taxa, forest sedges were highly sensitive to temperature fluctuations, thereby restricting their germination to vegetation gaps. The variation in response to fluctuating temperatures and stratification in general were relatively small in the investigated Carer species, thus suggesting that their germination behaviour was determined not only by habitat conditions.",Germination Responses of Temperate Carex-Species to Diurnally Fluctuating Temperatures - a Comparative Study.,selected,NA,selected
Seiwa_2009_FORECOANDMAN,"Seiwa, K. and Ando, M. and Imaji, A. and Tomita, M. and Kanou, K.",Spatio-temporal variation of environmental signals inducing seed germination in temperate conifer plantations and natural hardwood forests in northern Japan,FOREST ECOLOGY AND MANAGEMENT,10.1016/j.foreco.2008.09.002,2009,"To document the spatial and temporal variation of environmental signals inducing seed germination in temperate forests, we measured temporal patterns of environmental signals and seed germination of six pioneer tree species in unthinned and thinned stands of conifer forests (Cryptomeria japonica plantations) and in the understory and gaps of hardwood forests in Japan. We also conducted germination experiment in laboratory for the six pioneer species to test the effects of red:far-red (R:FR) light ratio and temperature fluctuations on the seed germination. In conifer forests, the photosynthetic photon flux density (PPFD), the R:FR ratio, and the amplitude of temperature fluctuations in thinned stands were 2, 1.5, and 3 times higher, respectively, than those of unthinned stands. The PPFD and R:FR ratios just above forest floor also increased after the removal of thick litter accumulation. As a result, higher seed germination was observed in thinned compared to unthinned stands for three photoblastic species, whereas little differences were observed for three non-photoblastic species. These findings suggest that thinning, which frequently reduces litter accumulation, can substantially affect the regeneration of pioneer species and the resultant species diversity in conifer plantations. None of the measured environmental signals changed seasonally in unthinned stands of conifer forests, but they all changed remarkably in the understory of the hardwood forests. in this system, all signals were high and nearly identical to those in the gaps in early spring prior to canopy closure. Thus, the percent germination of the three photoblastic species was enhanced by high R:FR ratios and/or large temperature fluctuations even beneath the canopy and was nearly equal to that in the thinned conifer stands where the environmental conditions were nearly identical to those in the gaps. However, all of the environmental signals decreased with the expansion of canopy leaves and reached minimums at canopy closure. Even in the thinned stands and the gaps, the PPFD and magnitude of temperature fluctuations decreased over time due to shading by growing herbs and/or emerging canopy leaves. In these temporally changing environments, the germination of all photoblastic species ceased simultaneously. This study clearly demonstrated that the environmental signals inducing seed germination of photoblastic pioneer species spatially and temporally change in temperate forests, particularly in deciduous hardwood forests. Furthermore, these signals, PPFD, R:FR ratio, and the amplitude of temperature fluctuations, appear to play a very important role in tree regeneration and subsequent species diversity. (C) 2008 Elsevier B.V. All rights reserved.",Spatio-Temporal Variation of Environmental Signals Inducing Seed Germination in Temperate Conifer Plantations and Natural Hardwood Forests in Northern Japan.,selected,"maybe not extractable, seems observational ",selected
Shine_1997_ECOL,"Shine, R and Elphick, MJ and Harlow, PS",The influence of natural incubation environments on the phenotypic traits of hatchling lizards,ECOLOGY,NA,1997,"Laboratory studies have shown that incubation environments can affect morphological and behavioral phenotypes of hatchling lizards, but the relevance of this result to natural populations remains unclear. We monitored thermal regimes during the incubation period in 19 natural nests of scincid lizards (Bassiana duperreyi) in montane southeastern Australia, and experimentally translocated eggs among nests to remove the confounding of ''nest of origin'' (including genetic) factors with incubation conditions. We removed the eggs from the field shortly before hatching, and assessed the hatchlings' phenotypes (body size, shape, locomotor performance). Most of the effects seen after laboratory incubation were also seen after incubation in natural nests. Hatchling phenotypes were affected by incubation conditions as well as by ''nest of origin'' factors and an interaction between the two. Both the mean and the variance of incubation temperatures affected hatchling phenotypes, with male and female hatchlings differing in their norms of reaction. We found no evidence that a female's choice of nest site depends on the specific norms of reaction of her own offspring. Overall, incubation temperatures induced approximately half as much variance in hatchling phenotypes as did ''nest-of-origin'' effects. We conclude that incubation-induced phenotypic plasticity in hatchling reptiles may be important in the natural environment, as well as in the laboratory.",The Influence of Natural Incubation Environments on the Phenotypic Traits of Hatchling Lizards.,selected,background--natural thermal conditions,selected
Sinclair_2016_ECOLLETT,"Sinclair, Brent J. and Marshall, Katie E. and Sewell, Mary A. and Levesque, Danielle L. and Willett, Christopher S. and Slotsbo, Stine and Dong, Yunwei and Harley, Christopher D. G. and Marshall, David J. and Helmuth, Brian S. and Huey, Raymond B.",Can we predict ectotherm responses to climate change using thermal performance curves and body temperatures?,ECOLOGY LETTERS,10.1111/ele.12686,2016,"Thermal performance curves (TPCs), which quantify how an ectotherm's body temperature (T-b) affects its performance or fitness, are often used in an attempt to predict organismal responses to climate change. Here, we examine the key - but often biologically unreasonable - assumptions underlying this approach; for example, that physiology and thermal regimes are invariant over ontogeny, space and time, and also that TPCs are independent of previously experienced T-b. We show how a critical consideration of these assumptions can lead to biologically useful hypotheses and experimental designs. For example, rather than assuming that TPCs are fixed during ontogeny, one can measure TPCs for each major life stage and incorporate these into stage-specific ecological models to reveal the life stage most likely to be vulnerable to climate change. Our overall goal is to explicitly examine the assumptions underlying the integration of TPCs with T-b, to develop a framework within which empiricists can place their work within these limitations, and to facilitate the application of thermal physiology to understanding the biological implications of climate change.",can We Predict Ectotherm Responses to Climate Change using Thermal Performance Curves and Body Temperatures?,selected,background theory about why tpc under constant conditions may not given accurate predictions,selected
Smith_1998_QUATRESE,"Smith, FA and Betancourt, JL",Response of bushy-tailed woodrats (Neotoma cinerea) to late Quaternary climatic change in the Colorado Plateau,QUATERNARY RESEARCH,10.1006/qres.1998.1982,1998,"Temperature profoundly influences the physiology and life history characteristics of organisms, particularly in terms of body size. Because so many critical parameters scale with body mass, long-term temperature fluctuations can have dramatic impacts. We examined the response of a small mammalian herbivore, the bushy-tailed woodrat (Neotoma cinerea), to temperature change from 20,000 yr B.P. to present, at five sites within the Colorado Plateau. Our investigations focused on the relationship between temperature, plant composition and abundance, and woodrat size. Body size was estimated by measuring fossil fecal pellets, a technique validated in earlier work. We found significant and highly covariable patterns in body mass over the five locations, suggesting that responses to temperature fluctuations during the late Quaternary have been very similar. Although woodrat mass and the occurrence of several plant species in the fossil record were significantly correlated, in virtually all instances changes in woodrat size preceded changes in vegetational composition. These results may be due to the greater sensitivity of woodrats to temperature, or to the shorter generation times of woodrats as compared to most plants. An alternative hypothesis is that winter temperatures increased before summer ones. Woodrats are highly sensitive to warmer winters, whereas little response would be expected from forest/woodland plants growing at their lower limits. Our work suggests that woodrat size is a precise paleothermometer, yielding information about temperature variation over relatively short-term temporal and regional scales. (C) 1998 University of Washington.",Response of Bushy-Tailed Woodrats (Neotoma Cinerea) to Late Quaternary Climatic Change in the Colorado Plateau.,selected,NA,selected
Sobrinho.Wanzeler_2016_ESTACIEN,"Sobrinho Wanzeler, Romero Thiago and Rocha da Costa, Jose de Paulo and dos Santos, Cleber Assis","Hourly variability of soil temperature profile in an orchard of mango trees (Mangifera indica l.) in the location of Cuiarana, Salinopolis - PA",ESTACAO CIENTIFICA-UNIFAP,10.18468/estcien.2016v6n1.p117-124,2016,"The soil temperature is one of the most important elements in the characterization of a microclimate. The aim of this work was to analyze the temperature profile in the soil, on surfaces with vegetated and nonvegetated soil, checking the average hourly variation of soil temperature at different depths and comparing the soil temperature profiles. The hourly data of soil temperature were measured and collected during the period of 23 at 25 June of 2015, in the experimental site Modesto Rodrigues, in the locality of Cuiarana, Salinopolis-PA. The soil temperature increases from 6h to approximately 14h, and decreases from that time. The highest temperatures occur in non-vegetated soil and the lower temperatures in the vegetated soil, due to the presence of higher humidity in vegetated soil. In the analysis of results, the conclusion is that soil temperature was directly related to solar radiation exposure time, being this kind of information, essential in understanding agro-meteorological and micrometeorological studies.","Hourly Variability of Soil Temperature Profile in an Orchard of Mango Trees (Mangifera Indica L.) in the Location of Cuiarana, Salinopolis - Pa.",selected,background???,selected
Stuhr_2018_CORAREEF,"Stuhr, Marleen and Meyer, Achim and Reymond, Claire E. and Narayan, Gita R. and Rieder, Vera and Rahnenfuhrer, Joerg and Kucera, Michal and Westphal, Hildegard and Muhando, Christopher A. and Hallock, Pamela",Variable thermal stress tolerance of the reef-associated symbiont-bearing foraminifera Amphistegina linked to differences in symbiont type,CORAL REEFS,10.1007/s00338-018-1707-9,2018,"Adaptation, acclimatization and symbiont diversity are known to regulate thermal tolerance in corals, but the role of these mechanisms remains poorly constrained in other photosymbioses, such as large benthic foraminifera (LBFs), which are known to bleach at temperatures that are likely to be exceeded in the near future. LBFs inhabit a broad range of shallow-water settings. Within species, differences in thermal tolerance have been found among populations from different habitats, but it is not clear whether such differences occur among LBFs inhabiting similar habitats, but differing in other aspects, such as symbiont type. To this end, we compared responses to thermal stress in specimens from a population of Amphistegina lessonii, an abundant Indo-Pacific species, to specimens of Amphistegina gibbosa, its Atlantic counter-part, from a similar environment but two different water depths (5 and 18 m). Test groups of each species were exposed in a common experiment to three thermal stress scenarios over a four-week period. Growth, respiration, mortality and motility were measured to characterize the holobiont response. Coloration, photosynthesis and chlorophyll a content were measured to determine the response of the endosymbiotic diatoms. The photosymbionts were characterized by genetic fingerprinting. Our results show that, although groups of A. gibbosa were collected from different habitats, their responses were similar, indicating only marginally higher tolerance to thermal peaks in specimens from the shallower site. In contrast, species-specific differences were stronger, with A. lessonii showing higher tolerance to episodic stress and less pronounced impacts of chronic stress on motility, growth and photosymbiont performance. These interspecies variations are consistent with the presence of different and more diverse symbiont assemblages in A. lessonii compared with A. gibbosa. This study demonstrates the importance of considering symbiont diversity in the assessment of infra- and interspecific variations in stress responses in LBFs.",Variable Thermal Stress Tolerance of the Reef-Associated Symbiont-Bearing Foraminifera Amphistegina Linked to Differences in Symbiont Type.,selected,NA,selected
