label,author,title,journal,doi,year,abstract,issn,citation,screened_titles,notes,screened_abstracts,downloaded,extractable,figures,organization,notes
Alston_2020_JOOFEXBI,"Alston, Meggan A. and Lee, Jeeyun and Moore, M. Elizabeth and Kingsolver, Joel G. and Willett, Christopher S.",The ghost of temperature past: interactive effects of previous and current thermal conditions on gene expression in Manduca sexta,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.213975,2020,"High temperatures can negatively impact the performance and survival of organisms, particularly ectotherms. While an organism's response to high temperature stress clearly depends on current thermal conditions, its response may also be affected by the temporal pattern and duration of past temperature exposures. We used RNA sequencing of Manduca sexta larvae fat body tissue to evaluate how diurnal temperature fluctuations during development affected gene expression both independently and in conjunction with subsequent heat stress. Additionally, we compared gene expression between two M. sexta populations, a lab colony and a genetically related field population that have been separated for >300 generations and differ in their thermal sensitivities. Lab-adapted larvae were predicted to show increased expression responses to both single and repeated thermal stress, whereas recurrent exposure could decrease later stress responses for field individuals. We found large differences in overall gene expression patterns between the two populations across all treatments, as well as population-specific transcriptomic responses to temperature; more differentially expressed genes were upregulated in the field compared with lab larvae. Developmental temperature fluctuations alone had minimal effects on long-term gene expression patterns, with the exception of a somewhat elevated stress response in the lab population. Fluctuating rearing conditions did alter gene expression during exposure to later heat stress, but this effect depended on both the population and the particular temperature conditions. This study contributes to increased knowledge of molecular mechanisms underlying physiological responses of organisms to temperature fluctuations, which is needed for the development of more accurate thermal performance models.",0022-0949,The Ghost of Temperature Past: Interactive Effects of Previous and Current Thermal Conditions on Gene Expression in Manduca Sexta.,selected,maybe extractable?,selected,y ,n ,,,"differentially expressed genes and PCA, data doesn't look extractable"
Duncan_2017_JOOFEVBI,"Duncan, A. B. and Dusi, E. and Jacob, F. and Ramsayer, J. and Hochberg, M. E. and Kaltz, O.",Hot spots become cold spots: coevolution in variable temperature environments,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.12985,2017,"Antagonistic coevolution between hosts and parasites is a key process in the genesis and maintenance of biological diversity. Whereas coevolutionary dynamics show distinct patterns under favourable environmental conditions, the effects of more realistic, variable conditions are largely unknown. We investigated the impact of a fluctuating environment on antagonistic coevolution in experimental microcosms of Pseudomonas fluorescens SBW25 and lytic phage SBWF2. High-frequency temperature fluctuations caused no deviations from typical coevolutionary arms race dynamics. However, coevolution was stalled during periods of high temperature under intermediate-and low-frequency fluctuations, generating temporary coevolutionary cold spots. Temperature variation affected population density, providing evidence that eco-evolutionary feedbacks act through variable bacteria-phage encounter rates. Our study shows that environmental fluctuations can drive antagonistic species interactions into and out of coevolutionary cold and hot spots. Whether coevolution persists or stalls depends on the frequency of change and the environmental optima of both interacting players.",1010-061X,Hot Spots Become Cold Spots: Coevolution in Variable Temperature Environments.,selected,maybe extractable?,selected,y ,y ,figure 1,organismal ,
Enriquez_2020_INSESCIE,"Enriquez, Thomas and Ruel, David and Charrier, Maryvonne and Colinet, Herve",Effects of fluctuating thermal regimes on cold survival and life history traits of the spotted wing Drosophila (Drosophila suzukii),INSECT SCIENCE,10.1111/1744-7917.12649,2020,"Drosophila suzukii is an invasive pest causing severe damages to a large panel of cultivated crops. To facilitate its biocontrol with strategies such as sterile or incompatible insect techniques, D. suzukii must be mass-produced and then stored and transported under low temperature. Prolonged cold exposure induces chill injuries that can be mitigated if the cold period is interrupted with short warming intervals, referred to as fluctuating thermal regimes (FTR). In this study, we tested how to optimally use FTR to extend the shelf life of D. suzukii under cold storage. Several FTR parameters were assessed: temperature (15, 20, 25 degrees C), duration (0.5, 1, 2, 3 h), and frequency (every 12, 24, 36, 48 h) of warming intervals, in two wild-type lines and in two developmental stages (pupae and adults). Generally, FTR improved cold storage tolerance with respect to constant low temperatures (CLT). Cold mortality was lower when recovery temperature was 20 degrees C or higher, when duration was 2 h per day or longer, and when warming interruptions occurred frequently (every 12 or 24 h). Applying an optimized FTR protocol to adults greatly reduced cold mortality over long-term storage (up to 130 d). Consequences of FTR on fitness-related traits were also investigated. For adults, poststorage survival was unaffected by FTR, as was the case for female fecundity and male mating capacity. On the other hand, when cold storage occurred at pupal stage, poststorage survival and male mating capacity were altered under CLT, but not under FTR. After storage of pupae, female fecundity was lower under FTR compared to CLT, suggesting an energy trade-off between repair of chill damages and egg production. This study provides detailed information on the application and optimization of an FTR-based protocol for cold storage of D. suzukii that could be useful for the biocontrol of this pest.",1672-9609,Effects of Fluctuating Thermal Regimes on Cold Survival and Life History Traits of the Spotted Wing Drosophila (Drosophila Suzukii),selected,maybe extractable?,selected,y ,y ,figure 1,organismal ,"extraction  could be tricky, not sure where sample sizes are "
Hawes_2008_POLABIOL,"Hawes, T. C. and Bale, J. S. and Worland, M. R. and Convey, P.","Trade-offs between microhabitat selection and physiological plasticity in the Antarctic springtail, Cryptopygus antarcticus (Willem)",POLAR BIOLOGY,10.1007/s00300-008-0406-3,2008,"In the maritime Antarctic, terrestrial arthropods have recourse to two strategies to mitigate low summer temperatures: (1) physiological plasticity and (2) avoidance via microhabitat insulation. This study investigated the interaction between these strategies in the springtail, Cryptopygus antarcticus, established in situ within contrasting microcosms (buffered vs. exposed) and within two sets of habitat simulations (wet vs. dry) over diurnal scales through the Antarctic summer. Significant differences were found in the cold hardiness of springtails sampled simultaneously from each microcosm. Exposed animals showed greater plasticity in the ""true"" austral summer, but as field temperatures declined preceding the onset of winter, buffered animals showed greater resilience. Overall, water was found to inhibit the buffering effect of moss and there was a significantly greater discrimination between buffered and exposed microcosms in the dry treatment. Analysis of microhabitat temperatures indicate that it is thermal variability not lower temperature that is responsible for the greater plasticity of exposed animals.",0722-4060,"Trade-Offs Between Microhabitat Selection and Physiological Plasticity in the Antarctic Springtail, Cryptopygus Antarcticus (Willem)",selected,maybe extractable?,selected,y ,n ,,,"microcosm, conducted in situ "
Jakobs_2015_JOOFINPH,"Jakobs, Ruth and Gariepy, Tara D. and Sinclair, Brent J.",Adult plasticity of cold tolerance in a continental-temperate population of Drosophila suzukii,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2015.05.003,2015,"Drosophila suzukii (Matsumura) (Diptera: Drosophilidae) is a worldwide emerging pest of soft fruits, but its cold tolerance has not been thoroughly explored. We determined the cold tolerance strategy, low temperature thermal limits, and plasticity of cold tolerance in both male and female adult D. suzukii. We reared flies under common conditions (long days, 21 degrees C; control) and induced plasticity by rapid cold-hardening (RCH, 1 h at 0 degrees C followed by 1 h recovery), cold acclimation (CA, 5 days at 6 degrees C) or acclimation under fluctuating temperatures (FA). D. suzukii had supercooling points (SCPs) between -16 and -23 degrees C, and were chill-susceptible. 80% of control flies were killed after 1 h at -7.2 degrees C (males) or -7.5 degrees C (females); CA and FA improved survival of this temperature in both sexes, but RCH did not. 80% of control flies were killed after 70 h (male) or 92 h (female) at 0 degrees C, and FA shifted this to 112 h (males) and 165 h (females). FA flies entered chill coma (CTmin) at approximately -1.7 degrees C, which was ca. 0.5 degrees C colder than control flies; RCH and CA increased the CTmin compared to controls. Control and RCH flies exposed to 0 degrees C for 8 h took 30-40 min to recover movement, but this was reduced to <10 min in CA and FA. Flies placed outside in a field cage in London, Ontario, were all killed by a transient cold snap in December. We conclude that adult phenotypic plasticity is not sufficient to allow D. suzukii to overwinter in temperate habitats, and suggest that flies could overwinter in association with built structures, or that there may be additional cold tolerance imparted by developmental plasticity. (C) 2015 Elsevier Ltd. All rights reserved.",0022-1910,Adult Plasticity of Cold Tolerance in a Continental-Temperate Population of Drosophila Suzukii.,selected,maybe extractable?,selected,y ,y ,figure 1,organismal ,acclimation as well as flux temp featured as treatments
Kao_2018_ZOOLSTUD,"Kao, Kuo-Wei and Keshavmurthy, Shashank and Tsao, Cing-Hsin and Wang, Jih-Terng and Chen, Chaolun Allen",Repeated and Prolonged Temperature Anomalies Negate Symbiodiniaceae Genera Shuffling in the Coral Platygyra verweyi (Scleractinia; Merulinidae),ZOOLOGICAL STUDIES,10.6620/ZS.2018.57-55,2018,"With climate change, global average sea surface temperatures are expected to increase by 1.0-3.7 degrees C by the end of this century. Even a 1.0 degrees C increase in seawater temperature from local long-term summer maxima lasting for weeks to months results in bleaching and/or mortality in reef-building corals. Studies on coral resistance mechanisms have proposed a correlation between shuffling of different Symbiodiniaceae genera (changing the dominant Symbiodiniaceae genera) and putative thermal tolerance in corals. Although it was suggested that some corals can increase their tolerance by 1.0-1.5 degrees C through shuffling to thermally tolerant Durusdinium trenchii (formerly D1a), the effects of accumulated thermal stress due to prolonged high temperatures on the survival of corals that have shuffled have not been investigated. We show herein that prolonged exposure to high temperature (> 10.43-degree heating weeks) can drastically reduce coral survival rate even after it has shuffled to stress-tolerant Symbiodiniaceae genera. Our study suggests that there is a limit to the capacity of for shuffling, and hence is likely to lose its efficacy in the future as repeated and prolonged thermal stress events become more frequent and pronounced.",1021-5506,Repeated and Prolonged Temperature Anomalies Negate Symbiodiniaceae Genera Shuffling in the Coral Platygyra Verweyi (Scleractinia; Merulinidae),selected,maybe extractable?,selected,y,n ,,,reciprocal transplants done in situ
Kern_2014_JOOFEXBI,"Kern, Pippa and Cramp, Rebecca L. and Franklin, Craig E.",Temperature and UV-B-insensitive performance in tadpoles of the ornate burrowing frog: an ephemeral pond specialist,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.097006,2014,"Animals may overcome the challenges of temperature instability through behavioural and physiological mechanisms in response to short-and long-term temperature changes. When ectotherms face the challenge of large diel temperature fluctuations, one strategy may be to reduce the thermal sensitivity of key traits in order to maintain performance across the range of temperatures experienced. Additional stressors may limit the ability of animals to respond to these thermally challenging environments through changes to energy partitioning or interactive effects. Ornate burrowing frog (Platyplectrum ornatum) tadpoles develop in shallow ephemeral pools that experience high diel thermal variability (> 20 degrees C) and can be exposed to high levels of UV-B radiation. Here, we investigated how development in fluctuating versus stable temperature conditions in the presence of high or low UV-B radiation influences thermal tolerance and thermal sensitivity of performance traits of P. ornatum tadpoles. Tadpoles developed in either stable (24 C) or fluctuating temperatures (18-32 degrees C) under high or low UV-B conditions. Tadpoles were tested for upper critical thermal limits, thermal dependence of resting metabolic rate and maximum burst swimming performance. We hypothesised that developmental responses to thermal fluctuations would increase thermal tolerance and reduce thermal dependence of physiological traits, and that trade-offs in the allocation of metabolic resources towards repairing UV-B-induced damage may limit the ability to maintain performance over the full range of temperatures experienced. We found that P. ornatum tadpoles were thermally insensitive for both burst swimming performance, across the range of temperatures tested, and resting metabolic rate at high temperatures independent of developmental conditions. Maintenance of performance led to a trade-off for growth under fluctuating temperatures and UV-B exposure. Temperature treatment and UV-B exposure had an interactive effect on upper critical thermal limits possibly due to the upregulation of the cellular stress response. Thermal independence of key traits may allow P. ornatum tadpoles to maintain performance in the thermal variability inherent in their environment.",0022-0949,Temperature and Uv-b-Insensitive Performance in Tadpoles of the Ornate Burrowing Frog: An Ephemeral Pond Specialist.,selected,maybe extractable?,selected,y,y ,"figure 2, 4, 5",organismal ,
Pendlebury_2004_JOOFEXBI,"Pendlebury, CJ and MacLeod, MG and Bryant, DM",Variation in temperature increases the cost of living in birds,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.00999,2004,"The effect of temperature variability on laying birds was studied experimentally, using Japanese quail. Two aspects of temperature variability were investigated: the effects of regular daily variation in temperature, and of a sudden change in temperature. Both of these may become more common as a consequence of climate change. These manipulations were carried out at two levels of food supply. Energy expenditure increased with higher daily temperature variation, and also after a sudden change in temperature, taking several days to settle to a constant level. Manipulating daily temperature variation also resulted in smaller eggs being laid under more variable temperatures, when food quality was also low. The results demonstrate that day-to-day variation in temperature, as well as mean temperature, affects energy expenditure, which can have consequences for egg production.",0022-0949,Variation in Temperature Increases the Cost of Living in Birds.,selected,maybe extractable?,selected,y,y ,figure 1,organismal ,check out the experimental design to see if it's a mesocosm
Picciau_2017_BOTA,"Picciau, Rosangela and Porceddu, Marco and Bacchetta, Gianluigi","Can alternating temperature, moist chilling, and gibberellin interchangeably promote the completion of germination in Clematis vitalba seeds?",BOTANY,10.1139/cjb-2017-0039,2017,"Each plant species has particular requirements for seed germination, and some of them respond differently to constant or alternating temperature regimes. In this study, the interchangeable effects of different treatments and temperatures on the completion of seed germination of Clematis vitalba L. were investigated. The seeds were tested with a constant (from 5 degrees C to 25 degrees C) or a fluctuating (25/10 degrees C) temperature regime, and the effect of gibberellic acid (GA(3)), incubation at warm (W) or cold (C) temperatures while being imbibed, and drying after ripening (DAR) were evaluated. The final germination percentages and the time in days required to reach 50% of germination (T-50) were calculated. GA(3) and C significantly enhanced completion of seed germination at all of the temperatures tested. A strong positive effect of alternating temperature was observed, which triggered completion of seed germination regardless of treatment. Under the fluctuating temperature, the chilled seeds had the most rapid germination. Low germination rates were observed for both control and DAR treatments. Seeds of C. vitalba display a certain degree of dormancy, which can be broken by moist chilling and GA(3) treatments. Moreover, alternating temperature stimulates the completion of seed germination by satisfying certain physiological requirements for germination under constant temperatures.",1916-2790,"can Alternating Temperature, Moist Chilling, and Gibberellin Interchangeably Promote the Completion of Germination in Clematis Vitalba Seeds?",selected,maybe extractable?,selected,y,y ,figure 1,organismal ,
Rodgers_2018_JOOFTHBI,"Rodgers, Essie M. and Cocherell, Dennis E. and Nguyen, Trinh X. and Todgham, Anne E. and Fangue, Nann A.","Plastic responses to diel thermal variation in juvenile green sturgeon, Acipenser medirostris",JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2018.07.015,2018,"Human-induced thermal variability can disrupt energy balance and performance in ectotherms; however, phenotypic plasticity may play a pivotal protective role. Ectotherm performance can be maintained in thermally heterogeneous habitats by reducing the thermal sensitivity of physiological processes and concomitant performance. We examined the capacity of juvenile green sturgeon (Acipenser medirostris) to respond to daily thermal variation. Juveniles (47 days post-hatch) were exposed to either stable (15 +/- 0.5 degrees C) or variable (narrowly variable: 13-17 degrees C day(-1) or widely variable 11-21 degrees C day(-1)) thermoperiod treatments, with equivalent mean temperatures (15 +/- 0.5 degrees C), for 21 days. Growth (relative growth rate, % body mass gain), upper thermal tolerance (critical thermal maxima, CTMax) and the thermal sensitivity of swimming performance (critical swimming speed, U-crit) were assessed in fish from all treatments. Accelerated growth was observed in fish maintained under widely variable temperatures compared to narrowly variable and stable temperatures. No significant variation in CTMax was observed among thermoperiod treatments, suggesting all treatment groups acclimated to the mean temperature rather than daily maximums. The widely variable treatment induced a plastic response in swimming performance, where U-crit was insensitive to temperature and performance was maintained across a widened thermal breadth. Maximum U-crit attained was similar among thermoperiod treatments, but performance was maximised at different test temperatures (stable: 4.62 +/- 0.44 BL s(-1) at 15 degrees C; narrowly variable: 4.52 +/- 0.23 BL s(-1) at 21 degrees C; widely variable: 3.90 +/- 0.24 BL s(-1) at 11 degrees C, mean +/- s.e.m.). In combination, these findings suggest juvenile A. medirostris are resilient to daily fluctuations in temperature, within the temperature range tested here.",0306-4565,"Plastic Responses to Diel Thermal Variation in Juvenile Green Sturgeon, Acipenser Medirostris.",selected,maybe extractable?,selected,y,y ,"figure 2, 3",organismal ,
Saxon_2018_JOOFEVBI,"Saxon, A. D. and O'Brien, E. K. and Bridle, J. R.",Temperature fluctuations during development reduce male fitness and may limit adaptive potential in tropical rainforest Drosophila,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.13231,2018,"Understanding the potential for organisms to tolerate thermal stress through physiological or evolutionary responses is crucial given rapid climate change. Although climate models predict increases in both temperature mean and variance, such tolerances are typically assessed under constant conditions. We tested the effects of temperature variability during development on male fitness in the rainforest fly Drosophila birchii, by simulating thermal variation typical of the warm and cool margins of its elevational distribution, and estimated heritabilities and genetic correlations of fitness traits. Reproductive success was reduced for males reared in warm (mean 24 degrees C) fluctuating (+/- 3 degrees C) vs. constant conditions but not in cool fluctuating conditions (mean 17 degrees C), although fluctuations reduced body size at both temperatures. Male reproductive success under warm fluctuating conditions was similar to that at constant 27 degrees C, indicating that briefly exceeding critical thermal limits has similar fitness costs to continuously stressful conditions. There was substantial heritable variation in all traits. However, reproductive success traits showed no genetic correlation between treatments reflecting temperature variation at elevational extremes, which may constrain evolutionary responses at these ecological margins. Our data suggest that even small increases in temperature variability will threaten tropical ectotherms living close to their upper thermal limits, both through direct effects on fitness and by limiting their adaptive potential.",1010-061X,Temperature Fluctuations During Development Reduce Male Fitness and may Limit Adaptive Potential in Tropical Rainforest Drosophila.,selected,maybe extractable?,selected,y,y ,"figure 1, 2",organismal ,check out different experiment treatments
Sotelo_2017_NEOTENTO,"Sotelo, P. and Kondo, T.","On the Biology of the Colombian Fluted Scale, Crypticerya multicicatrices Kondo & Unruh (Hemiptera: Monophlebidae)",NEOTROPICAL ENTOMOLOGY,10.1007/s13744-016-0463-1,2017,"The Colombian fluted scale Crypticerya multicicatrices Kondo & Unruh (Hemiptera: Monophlebidae) is a polyphagous insect pest native to continental Colombia and reported on 148 species, mainly palms (Arecaceae); mango, Mangifera indica (Anacardiaceae); and leguminous trees and shrubs (Fabaceae). The biology and ecological parameters of C. multicicatrices were investigated using as a host plant Caesalpinia pluviosa var. peltophoroides (Fabaceae) under two environmental conditions: semifield (max temp., 31.5 +/- 3.0A degrees C; max. RH, 78.9 A +/- 6.0%) and a glass house (max. temp., 37.1 A +/- 5.1A degrees C, max. RH, 67.0 A +/- 6.2%) in the premises of Corpoica, Palmira Research Station. The duration of the different developmental stages was highly different under both temperature conditions. First- and third-instar nymphs, the period of ovisac growth of the adult, and the duration of the life cycle were significantly higher in the semifield conditions compared to the glass house conditions. In contrast, the second-instar nymph stage was shorter in the semifield conditions. The duration of the fourth-instar stage (adult) and the reproductive period were the same in both environments. As for the evaluated ecological parameters, a great difference was found between the two environmental conditions, where the net reproductive rate (R (o)) and mean generation time (T) were significantly higher in the semifield conditions than in the glass house conditions. The obtained biological and ecological information is an essential tool for finding strategies to control this insect pest. This is the first detailed study on the biology of a species in the genus Crypticerya Cockerell.",1519-566X,"On the Biology of the Colombian Fluted Scale, Crypticerya Multicicatrices Kondo & Unruh (Hemiptera: Monophlebidae)",selected,maybe extractable?,selected,y,n ,,organismal ,"semifield and green house locations, should these be considered mesocosm and excluded?"
Targonska_2014_JOOFTHBI,"Targonska, Katarzyna and Zarski, Daniel and Kupren, Krzysztof and Palinska-zarska, Katarzyna and Mamcarz, Andrzej and Kujawa, Roman and Skrzypczak, Andrzej and Furgala-Selezniow, Grazyna and Czarkowski, Tomasz K. and Hakuc-Blazowska, Anna and Kucharczyk, Dariusz","Influence of temperature during four following spawning seasons on the spawning effectiveness of common bream, Abramis brama (L.) under natural and controlled conditions",JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2013.11.005,2014,"The common bream, Abramis brama (L) in Kortowskie Lake (north-eastern Poland) usually spawn when the water temperature during the late spring rises to 20 degrees C. The optimal water temperature for embryonic development of this population is 21 degrees C However, in some cases, the temperatures of the spawning grounds during bream spawning are much higher, becoming semi-lethal or even lethal for bream embryos. The aim of the study was to investigate the natural and artificial spawning effectiveness of bream during a 4-year study regarding the reproductive effectiveness of the wild bream population in relation to thermal fluctuation (optimal and semi-lethal) of their ecosystem during the natural spawning season. During four following seasons, the bream spawners, as well as the eggs, were collected from the spawning grounds and incubated at optimal (21 degrees C) and semi-lethal (23 degrees C) temperatures. The spawning of mature bream was artificially induced and the obtained eggs were also incubated at the same temperatures. The period of observed spawners on the spawning grounds was different in different years: the longest time of bream spawning was in the second year of the study and the shortest was during the third year of the study. In the last year, a decrease in water temperature caused a break in the spawning. Thermal changes in water temperature during the spawning season may have caused a high mortality level of bream embryos and decreased the recruitment of the next species generation. (C) 2013 Elsevier Ltd. All rights reserved.",0306-4565,"Influence of Temperature During Four Following Spawning Seasons on the Spawning Effectiveness of Common Bream, Abramis Brama (L.) under Natural and Controlled Conditions.",selected,maybe extractable?,selected,y,n ,,organismal ,"no fluctuating temp treatment, just two constant temps "
Tobler_2015_EVOL,"Tobler, Ray and Hermisson, Joachim and Schloetterer, Christian",Parallel trait adaptation across opposing thermal environments in experimental Drosophila melanogaster populations,EVOLUTION,10.1111/evo.12705,2015,"Thermal stress is a pervasive selective agent in natural populations that impacts organismal growth, survival, and reproduction. Drosophila melanogaster exhibits a variety of putatively adaptive phenotypic responses to thermal stress in natural and experimental settings; however, accompanying assessments of fitness are typically lacking. Here, we quantify changes in fitness and known thermal tolerance traits in replicated experimental D. melanogaster populations following more than 40 generations of evolution to either cyclic cold or hot temperatures. By evaluating fitness for both evolved populations alongside a reconstituted starting population, we show that the evolved populations were the best adapted within their respective thermal environments. More strikingly, the evolved populations exhibited increased fitness in both environments and improved resistance to both acute heat and cold stress. This unexpected parallel response appeared to be an adaptation to the rapid temperature changes that drove the cycling thermal regimes, as parallel fitness changes were not observed when tested in a constant thermal environment. Our results add to a small, but growing group of studies that demonstrate the importance of fluctuating temperature changes for thermal adaptation and highlight the need for additional work in this area.",0014-3820,Parallel Trait Adaptation Across Opposing Thermal Environments in Experimental Drosophila Melanogaster Populations.,selected,maybe extractable?,selected,y,n ,,organismal ,unclear that constant treatment is sufficient for standardization--
Xu.Zhong_2005_WeisXueb,Xu Zhong and Yang Xian-shi and Guo Quan-you and Xiao Lin-lin,Microbial growth kinetics model of specific spoilage organisms and shelf life prediction for tilapia at fluctuating temperatures,Weishengwu Xuebao,NA,2005,"It was studied on the growth kinetics model of specific spoilage organisms Pseudomonas spp. for cultured tilapia during aerobic storage at fluctuating temperatures from 0 degrees C to 15 degrees C and the applicability of the model in predicting the remaining shelf life. The mathematical model based on the effect of temperature on Pseudomonas spp. growth kinetics was developed by a Belehradek type equation. Bias and accuracy factors range from 0.906 to 0.942 and from 1.13 to 1.19, respectively, by comparing predicted value using Pseudomonas spp. growth kinetics model with observed value of Pseudomonas spp. growth for cultured tilapia stored at fluctuating temperatures under two kinds of fluctuating temperature designed Relative errors by comparing remaining shelf life predicted based on growth model of Pseudomonas spp. with remaining shelf life experimentally determined by analyzing organoleptic,VBN and the number of Pseudomonas spp. on tilapia are 5.9% and -9.1%, respectively. It shows that the growth kinetics model of Pseudomonas spp. is valuable for rapid and realistic remaining shelf life prediction of cultured tilapia stored aerobically at fluctuating temperatures from 0 similar to 15 degrees C",0001-6209,Microbial Growth Kinetics Model of Specific Spoilage Organisms and Shelf Life Prediction for Tilapia at Fluctuating Temperatures.,selected,maybe extractable?,selected,n,n ,,,article not in english and not downloadable
Zheng_2011_CRYO,"Zheng, Xialin and Cheng, Wenjie and Wang, Xiaoping and Lei, Chaoliang","Enhancement of supercooling capacity and survival by cold acclimation, rapid cold and heat hardening in Spodoptera exigua",CRYOBIOLOGY,10.1016/j.cryobiol.2011.07.005,2011,"Insects can increase their resistance to cold stress by prior exposure to non-lethal cold temperatures. Here, we investigated the supercooling capacity and survival of eggs, 3rd and 5th instar larvae, and pupae of Spodoptera exigua (Lepidoptera: Noctuidae) during CA, and responses to various pre-treatment protocols, including constant temperatures, thermoperiods, and RCH, RHH, RCH + RHH and RHH + RCH combined with thermoperiods. Only acclimated eggs demonstrated a significant decrease in SCP, from -20.7 +/- 0.3 to -22.9 +/- 0.3 degrees C, among all experimental groups compared to non-acclimated stages. Survival increased by 17.5% for eggs, 40.0% and 13.3% for 3rd and 5th instar larvae, and by 20.0% for pupae after CA Compared to controls, survival of eggs under the conditions of thermoperiod (5:15 degrees C), thermoperiod (5:15 degrees C) + RHH, and thermoperiod (5:15, 10:20, and 15:25 degrees C) + RCH significantly increased. In addition, survival of 3rd and 5th instar larvae and pupae increased under the conditions of thermoperiod (5:15 degrees C) and thermoperiod (5:15 degrees C) + RCH, possibly due to the induction of heat shock proteins or cryoprotectants. However, the pre-treatments of thermoperiod + RCH + RHH and thermoperiod + RHH + RCH did not significantly enhance survival of any developmental stage. These adaptive responses may allow S. exigua to enhance supercooling capacity and survival in response to seasonal or unexpected diurnal decreases in environmental temperatures. (C) 2011 Elsevier Inc. All rights reserved.",0011-2240,"Enhancement of Supercooling Capacity and Survival by Cold Acclimation, Rapid Cold and Heat Hardening in Spodoptera Exigua.",selected,maybe extractable?,selected,y,n ,,organismal ,acclimation but no fluctuating temperature treatment 
Driessen_2011_JOOFTHBI,"Driessen, Gerard and Huyer, Florrie and Ellers, Jacintha",The costs of phenotypic adaptation to repeatedly fluctuating temperatures in a soil arthropod,JOURNAL OF THERMAL BIOLOGY,10.1016/j.jtherbio.2011.09.003,2011,"Costs of phenotypic adaptation to changing environments have often been studied in morphological structures. Such structures typically are irreversible for at least some stage in the organism's life. In this study we investigated whether recurrent and reversible adaptation to changes in the thermal environment incurs a cost in terms of some key life-history traits in the collembolan Orchesella cincta. We exposed juvenile O. cincta to two treatments differing in the frequency of temperature fluctuation but with equal total temperature sums. In the high frequency treatment temperature fluctuated daily between 10 and 20 degrees C, while in the low frequency treatment temperature fluctuated on a weekly schedule. During the treatments we measured juvenile growth rate and juvenile mortality, and after six weeks the animals were transferred to constant 15 degrees C and adult starvation resistance was assessed. We found no significant differences between the treatments in juvenile growth rate or juvenile survival. Also, adults that had grown up under high frequency temperature fluctuations did not suffer from reduced starvation resistance compared to animals growing under low frequency temperature fluctuations. This finding supports the hypothesis that selection minimizes the production costs of inducible phenotypes and suggests that the development of optimal phenotypes and evolution of temperature reaction norms are not constrained by such costs. (C) 2011 Elsevier Ltd. All rights reserved.",0306-4565,The Costs of Phenotypic Adaptation to Repeatedly Fluctuating Temperatures in a Soil Arthropod.,selected,"maybe extractable?
",selected,y,n ,,organismal ,alternating fluctuations but no constant treatment for standardization 
Smale_2015_PEER,"Smale, Dan A. and Yunnie, Anna L. E. and Vance, Thomas and Widdicombe, Stephen","Disentangling the impacts of heat wave magnitude, duration and timing on the structure and diversity of sessile marine assemblages",PEERJ,10.7717/peerj.863,2015,"Extreme climatic events, including heat waves (HWs) and severe storms, influence the structure of marine and terrestrial ecosystems. Despite growing consensus that anthropogenic climate change will increase the frequency, duration and magnitude of extreme events, current understanding of their impact on communities and ecosystems is limited. Here, we used sessile invertebrates on settlement panels as model assemblages to examine the influence of HW magnitude, duration and timing on marine biodiversity patterns. Settlement panels were deployed in a marina in southwest UK for >= 5 weeks, to allow sufficient time for colonisation and development of sessile fauna, before being subjected to simulated HWs in a mesocosm facility. Replicate panel assemblages were held at ambient sea temperature (similar to 17 degrees C), or +3 degrees C or +5 degrees C for a period of 1 or 2 weeks, before being returned to the marina for a recovery phase of 2-3 weeks. The 10-week experiment was repeated 3 times, staggered throughout summer, to examine the influence of HW timing on community impacts. Contrary to our expectations, the warming events had no clear, consistent impacts on the abundance of species or the structure of sessile assemblages. With the exception of 1 high-magnitude long-durationHWevent, warming did not alter not assemblage structure, favour non-native species, nor lead to changes in richness, abundance or biomass of sessile faunal assemblages. The observed lack of effect may have been caused by a combination of (1) the use of relatively low magnitude, realistic heat wave treatments compared to previous studies (2), the greater resilience of mature adult sessile fauna compared to recruits and juveniles, and (3) the high thermal tolerance of the model organisms (i.e., temperate fouling species, principally bryozoans and ascidians). Our study demonstrates the importance of using realistic treatments when manipulating climate change variables, and also suggests that biogeographical context may influence community-level responses to short-term warming events, which are predicted to increase in severity in the future.",2167-8359,"Disentangling the Impacts of Heat Wave Magnitude, Duration and Timing on the Structure and Diversity of Sessile Marine Assemblages.",selected,"mesocosm, potentially extractable?",selected,y ,n ,,"community, population ","simulating heatwaves, transplant experiments"
